index,label,prediction
0,1,1
1,1,0
2,1,0
3,1,0
4,1,0
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,0
23,1,1
24,1,0
25,1,0
26,1,1
27,1,1
28,0,1
29,0,1
30,0,1
31,0,1
32,0,1
33,0,1
34,0,1
35,1,0
36,1,0
37,1,1
38,1,0
39,1,1
40,1,0
41,1,0
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,0
57,1,0
58,1,0
59,1,0
60,1,0
61,1,0
62,1,0
63,0,0
64,0,0
65,0,1
66,0,1
67,0,1
68,0,1
69,0,1
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,1
91,0,0
92,0,0
93,0,1
94,0,0
95,0,1
96,0,0
97,0,0
98,1,0
99,1,0
100,1,0
101,1,0
102,1,0
103,1,0
104,1,0
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,1,1
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,1
134,0,1
135,0,1
136,0,1
137,0,0
138,0,0
139,0,0
140,0,1
141,0,0
142,0,1
143,0,0
144,0,1
145,0,1
146,0,1
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,1
153,0,1
154,1,1
155,1,1
156,1,1
157,1,1
158,1,1
159,1,1
160,1,1
161,1,1
162,1,0
163,1,1
164,1,1
165,1,0
166,1,1
167,1,1
168,1,1
169,1,0
170,1,1
171,1,1
172,1,1
173,1,0
174,1,0
175,1,1
176,1,1
177,1,0
178,1,1
179,1,1
180,1,1
181,1,1
182,1,1
183,1,1
184,1,1
185,1,1
186,1,0
187,1,1
188,1,1
189,1,0
190,1,1
191,1,0
192,1,1
193,1,1
194,1,1
195,1,1
196,1,0
197,1,0
198,1,1
199,1,0
200,1,0
201,1,1
202,1,1
203,1,0
204,1,0
205,1,1
206,1,1
207,1,0
208,1,0
209,1,1
