index,label,prediction
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
12,1,0
13,1,0
14,1,0
15,1,0
16,1,0
17,1,0
18,1,0
19,1,0
20,1,0
21,1,0
22,1,0
23,1,0
24,1,1
25,1,0
26,1,0
27,1,0
28,0,1
29,0,1
30,0,0
31,0,1
32,0,0
33,0,1
34,0,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,0
50,1,1
51,1,0
52,1,0
53,1,0
54,1,1
55,1,1
56,1,0
57,1,0
58,1,1
59,1,1
60,1,0
61,1,0
62,1,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,1
72,0,1
73,0,1
74,0,0
75,0,0
76,0,0
77,1,0
78,1,0
79,1,1
80,1,0
81,1,0
82,1,0
83,1,0
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,1
91,0,0
92,0,1
93,0,0
94,0,1
95,0,0
96,0,0
97,0,0
98,1,0
99,1,0
100,1,0
101,1,0
102,1,0
103,1,0
104,1,0
105,1,0
106,1,0
107,1,0
108,1,0
109,1,0
110,1,0
111,1,0
112,1,0
113,1,1
114,1,0
115,1,0
116,1,0
117,1,0
118,1,1
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,1
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,0
153,0,0
154,1,0
155,1,0
156,1,0
157,1,1
158,1,0
159,1,0
160,1,0
161,1,0
162,1,0
163,1,0
164,1,0
165,1,0
166,1,0
167,1,0
168,1,0
169,1,0
170,1,0
171,1,0
172,1,0
173,1,0
174,1,0
175,1,0
176,1,1
177,1,0
178,1,1
179,1,1
180,1,0
181,1,0
182,1,0
183,1,0
184,1,1
185,1,0
186,1,0
187,1,1
188,1,0
189,1,0
190,1,1
191,1,0
192,1,0
193,1,1
194,1,0
195,1,1
196,1,0
197,1,1
198,1,0
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,1,0
205,1,1
206,1,1
207,1,0
208,1,0
209,1,0
