index,label,prediction
0,1,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,0
7,1,0
8,1,0
9,1,1
10,1,0
11,1,0
12,1,1
13,1,0
14,1,1
15,1,0
16,1,0
17,1,0
18,1,0
19,1,0
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,0,0
29,0,0
30,0,1
31,0,1
32,0,0
33,0,1
34,0,1
35,1,1
36,1,0
37,1,0
38,1,0
39,1,1
40,1,1
41,1,0
42,1,1
43,1,0
44,1,0
45,1,0
46,1,1
47,1,0
48,1,0
49,1,1
50,1,1
51,1,0
52,1,0
53,1,1
54,1,1
55,1,1
56,1,0
57,1,1
58,1,0
59,1,0
60,1,0
61,1,0
62,1,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,1
69,0,1
70,0,0
71,0,0
72,0,0
73,0,0
74,0,1
75,0,0
76,0,0
77,1,0
78,1,0
79,1,0
80,1,0
81,1,0
82,1,0
83,1,0
84,1,0
85,1,0
86,1,0
87,1,0
88,1,0
89,1,0
90,1,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,1
97,0,0
98,1,0
99,1,1
100,1,0
101,1,0
102,1,1
103,1,1
104,1,0
105,1,0
106,1,0
107,1,0
108,1,0
109,1,0
110,1,0
111,1,0
112,1,0
113,1,0
114,1,0
115,1,0
116,1,0
117,1,0
118,1,1
119,0,1
120,0,1
121,0,1
122,0,1
123,0,1
124,0,1
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,1
131,0,0
132,0,0
133,0,0
134,0,0
135,0,1
136,0,0
137,0,1
138,0,1
139,0,1
140,0,0
141,0,0
142,0,0
143,0,0
144,0,1
145,0,0
146,0,0
147,0,1
148,0,1
149,0,1
150,0,1
151,0,1
152,0,1
153,0,1
154,1,0
155,1,0
156,1,0
157,1,0
158,1,0
159,1,0
160,1,0
161,1,1
162,1,1
163,1,1
164,1,0
165,1,1
166,1,1
167,1,1
168,1,1
169,1,1
170,1,1
171,1,1
172,1,1
173,1,1
174,1,1
175,1,0
176,1,0
177,1,0
178,1,0
179,1,0
180,1,0
181,1,1
182,1,0
183,1,0
184,1,0
185,1,1
186,1,0
187,1,0
188,1,0
189,1,0
190,1,0
191,1,1
192,1,0
193,1,0
194,1,0
195,1,0
196,1,0
197,1,1
198,1,0
199,1,1
200,1,1
201,1,1
202,1,0
203,1,0
204,1,1
205,1,1
206,1,1
207,1,1
208,1,1
209,1,1
