index,label,prediction
0,1,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,0
8,1,0
9,1,1
10,1,0
11,1,0
12,1,1
13,1,0
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,0,1
29,0,0
30,0,1
31,0,0
32,0,0
33,0,1
34,0,0
35,1,1
36,1,0
37,1,1
38,1,1
39,1,0
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,0
57,1,0
58,1,0
59,1,0
60,1,0
61,1,0
62,1,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,1
69,0,1
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,1
91,0,1
92,0,1
93,0,1
94,0,1
95,0,1
96,0,1
97,0,1
98,1,1
99,1,0
100,1,1
101,1,1
102,1,0
103,1,1
104,1,0
105,1,1
106,1,0
107,1,1
108,1,1
109,1,0
110,1,1
111,1,1
112,1,1
113,1,0
114,1,1
115,1,0
116,1,0
117,1,1
118,1,0
119,0,0
120,0,0
121,0,1
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,1
129,0,0
130,0,0
131,0,1
132,0,1
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,1
143,0,0
144,0,0
145,0,0
146,0,0
147,0,1
148,0,1
149,0,1
150,0,1
151,0,0
152,0,1
153,0,1
154,1,1
155,1,1
156,1,1
157,1,1
158,1,1
159,1,1
160,1,1
161,1,1
162,1,1
163,1,1
164,1,1
165,1,0
166,1,1
167,1,1
168,1,0
169,1,0
170,1,0
171,1,0
172,1,0
173,1,0
174,1,0
175,1,1
176,1,1
177,1,1
178,1,1
179,1,1
180,1,1
181,1,1
182,1,1
183,1,0
184,1,0
185,1,1
186,1,0
187,1,1
188,1,1
189,1,1
190,1,1
191,1,1
192,1,1
193,1,0
194,1,1
195,1,1
196,1,0
197,1,0
198,1,1
199,1,0
200,1,0
201,1,1
202,1,0
203,1,1
204,1,0
205,1,0
206,1,0
207,1,0
208,1,0
209,1,1
