index,label,prediction
0,1,1
1,1,0
2,1,1
3,1,0
4,1,1
5,1,1
6,1,0
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,0
13,1,0
14,1,1
15,1,1
16,1,0
17,1,0
18,1,1
19,1,1
20,1,0
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,0,0
29,0,1
30,0,0
31,0,0
32,0,0
33,0,1
34,0,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,0
42,1,1
43,1,1
44,1,0
45,1,1
46,1,0
47,1,0
48,1,1
49,1,0
50,1,0
51,1,0
52,1,0
53,1,0
54,1,1
55,1,1
56,1,0
57,1,0
58,1,0
59,1,0
60,1,0
61,1,0
62,1,0
63,0,1
64,0,1
65,0,0
66,0,1
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,1,0
78,1,1
79,1,1
80,1,0
81,1,0
82,1,1
83,1,1
84,1,0
85,1,0
86,1,1
87,1,1
88,1,1
89,1,1
90,1,0
91,0,0
92,0,0
93,0,0
94,0,1
95,0,1
96,0,0
97,0,0
98,1,0
99,1,0
100,1,0
101,1,0
102,1,0
103,1,0
104,1,0
105,1,0
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,0
115,1,0
116,1,0
117,1,1
118,1,1
119,0,0
120,0,0
121,0,0
122,0,0
123,0,1
124,0,1
125,0,1
126,0,0
127,0,0
128,0,0
129,0,1
130,0,1
131,0,0
132,0,0
133,0,0
134,0,1
135,0,0
136,0,1
137,0,0
138,0,0
139,0,0
140,0,0
141,0,1
142,0,1
143,0,1
144,0,1
145,0,1
146,0,1
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,0
153,0,0
154,1,0
155,1,0
156,1,1
157,1,0
158,1,0
159,1,0
160,1,0
161,1,0
162,1,0
163,1,0
164,1,0
165,1,0
166,1,0
167,1,0
168,1,0
169,1,0
170,1,0
171,1,0
172,1,0
173,1,0
174,1,0
175,1,0
176,1,1
177,1,1
178,1,0
179,1,0
180,1,0
181,1,0
182,1,1
183,1,0
184,1,1
185,1,1
186,1,0
187,1,0
188,1,0
189,1,0
190,1,1
191,1,0
192,1,1
193,1,1
194,1,1
195,1,1
196,1,1
197,1,1
198,1,1
199,1,1
200,1,1
201,1,1
202,1,0
203,1,0
204,1,0
205,1,1
206,1,1
207,1,0
208,1,0
209,1,1
