index,label,prediction
0,1,1
1,1,1
2,1,0
3,1,0
4,1,1
5,1,0
6,1,1
7,1,1
8,1,1
9,1,0
10,1,1
11,1,1
12,1,0
13,1,0
14,1,1
15,1,1
16,1,0
17,1,1
18,1,1
19,1,0
20,1,0
21,1,0
22,1,0
23,1,0
24,1,0
25,1,1
26,1,0
27,1,0
28,0,1
29,0,1
30,0,0
31,0,1
32,0,1
33,0,1
34,0,1
35,1,0
36,1,1
37,1,0
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,0
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,0
55,1,0
56,1,0
57,1,0
58,1,0
59,1,0
60,1,1
61,1,0
62,1,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,1
70,0,0
71,0,1
72,0,0
73,0,1
74,0,0
75,0,1
76,0,1
77,1,0
78,1,0
79,1,0
80,1,0
81,1,0
82,1,0
83,1,0
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,1
91,0,1
92,0,1
93,0,0
94,0,1
95,0,0
96,0,0
97,0,1
98,1,0
99,1,0
100,1,0
101,1,1
102,1,0
103,1,1
104,1,0
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,1,0
119,0,1
120,0,1
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,1
127,0,1
128,0,1
129,0,1
130,0,1
131,0,1
132,0,1
133,0,0
134,0,1
135,0,0
136,0,0
137,0,0
138,0,1
139,0,0
140,0,1
141,0,1
142,0,1
143,0,1
144,0,1
145,0,1
146,0,1
147,0,0
148,0,0
149,0,1
150,0,1
151,0,1
152,0,0
153,0,0
154,1,0
155,1,1
156,1,0
157,1,1
158,1,1
159,1,1
160,1,1
161,1,1
162,1,1
163,1,0
164,1,1
165,1,1
166,1,1
167,1,1
168,1,0
169,1,1
170,1,1
171,1,1
172,1,1
173,1,0
174,1,0
175,1,0
176,1,0
177,1,1
178,1,0
179,1,1
180,1,0
181,1,0
182,1,1
183,1,0
184,1,1
185,1,1
186,1,0
187,1,0
188,1,0
189,1,0
190,1,1
191,1,0
192,1,1
193,1,0
194,1,1
195,1,1
196,1,0
197,1,1
198,1,0
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,1,1
205,1,0
206,1,1
207,1,1
208,1,1
209,1,1
