index,label,prediction
0,0,0
1,0,1
2,0,1
3,0,0
4,0,1
5,0,1
6,0,1
7,0,1
8,0,0
9,0,1
10,0,1
11,0,1
12,0,1
13,0,1
14,0,1
15,0,1
16,0,1
17,0,1
18,0,1
19,0,1
20,0,1
21,0,1
22,0,1
23,0,1
24,0,1
25,0,1
26,0,0
27,0,1
28,0,0
29,0,1
30,0,1
31,0,1
32,0,1
33,0,1
34,0,1
35,0,1
36,0,1
37,0,1
38,0,1
39,0,1
40,0,1
41,0,1
42,0,0
43,0,1
44,0,1
45,0,1
46,0,1
47,0,1
48,0,1
49,0,0
50,0,1
51,0,0
52,0,1
53,0,0
54,0,1
55,0,1
56,0,1
57,0,0
58,0,1
59,0,1
60,0,1
61,0,1
62,0,1
63,0,1
64,0,1
65,0,0
66,0,1
67,0,1
68,0,1
69,0,0
70,0,0
71,0,0
72,0,1
73,0,0
74,0,1
75,0,1
76,0,1
77,0,1
78,0,1
79,0,0
80,0,0
81,0,1
82,0,1
83,0,1
84,0,0
85,0,1
86,0,0
87,0,1
88,0,0
89,0,0
90,0,1
91,0,1
92,0,0
93,0,0
94,0,1
95,0,1
96,0,1
97,0,1
98,0,0
99,0,1
100,0,0
101,0,1
102,0,1
103,0,0
104,0,0
105,0,0
106,0,0
107,0,1
108,0,0
109,0,0
110,0,0
111,0,1
112,0,0
113,0,0
114,0,0
115,0,0
116,0,1
117,0,1
118,0,0
119,0,0
120,0,0
121,0,1
122,0,1
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,1
133,0,1
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,1
140,0,1
141,0,0
142,0,0
143,0,1
144,0,0
145,0,0
146,0,0
147,0,1
148,0,0
149,0,1
150,0,0
151,0,0
152,0,1
153,0,0
154,0,0
155,0,1
156,0,0
157,0,0
158,0,0
159,0,1
160,0,1
161,0,0
162,0,1
163,0,1
164,0,0
165,0,1
166,0,1
167,0,1
168,0,1
169,0,1
170,0,1
171,0,1
172,0,0
173,0,1
174,0,1
175,0,1
176,0,1
177,0,1
178,0,1
179,0,1
180,0,1
181,0,1
182,0,1
183,0,0
184,0,1
185,0,1
186,0,1
187,0,1
188,0,1
189,0,0
190,0,1
191,0,1
192,0,1
193,0,1
194,0,1
195,0,1
196,0,1
197,0,1
198,0,1
199,0,1
200,0,1
201,0,1
202,0,1
203,0,1
204,0,1
205,0,1
206,0,1
207,0,1
208,0,1
209,0,1
210,0,1
211,0,1
212,0,1
213,0,1
214,0,0
215,0,1
216,0,1
217,0,1
218,0,1
219,0,1
220,0,1
221,0,1
222,0,1
223,0,1
224,0,1
225,0,0
226,0,1
227,0,1
228,0,1
229,0,1
230,0,1
231,0,0
232,0,0
233,0,1
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,1
241,0,0
242,0,0
243,0,0
244,0,1
245,0,0
246,0,0
247,0,1
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,1
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,1
267,0,0
268,0,1
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,1
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,1
289,0,0
290,0,1
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,1
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,1
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
