text,label
农村人就知道偷东西，太讨厌了,1
关于视频剪辑，我有些哪个更好,0
南方人就知道骗人，太懒惰了,1
维族人的人都骗人，素质堪忧,1
云计算真的收益可观,0
今天尝试了露营，感觉循序渐进,0
遇到北方人一定要小心，他们会大声喧哗,1
南方人真低素质，占便宜,1
今天尝试了跑马拉松，感觉循序渐进,0
关于Java，我觉得需要持续学习,0
那些南方人都是粗鲁,1
外来务工者就知道占便宜，太粗鲁了,1
钓鱼的时候要注意什么？,0
有没有人了解运营？,0
油条怎么做才好吃？,0
关于写作，我觉得容易上手,0
纪录片推荐：关于深度学习,0
在清远发现了一家不错的烤鱼店,0
新疆人根本不配和我们一样,1
为什么外来务工者这么肮脏？不文明,1
Rust真的值得尝试,0
推荐一个好吃的串串店，在南京,0
推荐绘画相关的视频,0
推荐Go语言相关的纪录片,0
今天尝试了游泳，感觉门槛不高,0
上海人就知道闹事，太粗鲁了,1
乌鲁木齐的牛排真的很不错,0
关于PR，我有些要多长时间,0
外地人就知道插队，太粗鲁了,1
长沙有什么好玩的地方？,0
西安旅游攻略分享,0
今天尝试了踢足球，感觉容易上手,0
在清远发现了一家不错的意面店,0
想问一下成本高吗，有经验的朋友帮忙解答,0
不要和城市人打交道，都是粗鲁的,1
佛山的寿司真的很不错,0
上海人滚出北京！,1
推荐产品经理相关的纪录片,0
关于机器学习，我觉得需要基础,0
深度学习真的需要基础,0
东莞的火锅真的很不错,0
为什么打工的这么愚蠢？素质太差了,1
周末想去惠州玩，有人一起吗？,0
城市人就知道破坏秩序，太讨厌了,1
所有东北人都应该回去,0
Go语言的发展前景怎么样？,0
贵阳的油条真的很不错,0
回族人凭什么来这里工作？他们偷东西,1
文章推荐：关于电影,0
昆明的串串真的很不错,0
北京的烧烤真的很不错,0
关于编程，我觉得容易上手,0
我们城市的面条真的很不错,0
关于表演，我有些哪个更好,0
分享一个5G的小技巧,0
有人一起学陶艺吗？,0
东北人真狡猾，破坏秩序,1
机器学习真的需要耐心,0
郑州的烤鱼真的很不错,0
不要和维族人打交道，都是狡猾的,1
外来务工者真野蛮，随地吐痰,1
不要和上海人打交道，都是讨厌的,1
广州的抄手真的很不错,0
城市人真没教养，大声喧哗,1
北方人就知道随地吐痰，太贪婪了,1
周末计划去野餐,0
外地人真懒惰，闹事,1
关于读书，我觉得很有挑战,0
外来务工者滚出拉萨！,1
维族人就知道欺负人，太粗鲁了,1
鲁菜怎么做才好吃？,0
在这里发现了一家不错的抄手店,0
为什么新疆人这么贪婪？不文明,1
新疆人就知道占便宜，太愚蠢了,1
电影推荐：关于旅游,0
关于西班牙语，我有些多久能学会,0
关于摄影，我有些值得尝试吗,0
上海人真讨厌，占便宜,1
JavaScript真的需要基础,0
在南京发现了一家不错的麻辣烫店,0
新疆人真自私，骗人,1
意面怎么做才好吃？,0
关于设计，我觉得很有挑战,0
城市人滚出汕头！,1
电影真的值得尝试,0
在成都发现了一家不错的烧烤店,0
上海人的人都不讲卫生，太过分了,1
所有外来务工者都应该回去,0
重庆的海鲜真的很不错,0
周末计划去滑雪,0
遇到穆斯林一定要小心，他们会骗人,1
维族人就知道乱扔垃圾，太懒惰了,1
在广州发现了一家不错的鲁菜店,0
今天尝试了聚会，感觉循序渐进,0
打工的的人都没文化，不能信任,1
东莞的牛排真的很不错,0
这里怎么这么多打工的？环境变差了,1
北京的披萨真的很不错,0
关于写作，我觉得收益可观,0
河南人就知道闹事，太愚蠢了,1
