text,label
"@USER @USER Dans ma boulangerie ils ont appelÃ© Ã§a un Â« merveilleux Â». Moi aussi jâai le souvenir du nom Â« tÃªte de nÃ¨gre Â», câÃ©tait un peu raciste câest vrai, câÃ©tait le siÃ¨cle dernier !",0
"@USER @USER @USER @USER  tu as vu les fans , admirateur du sabre du goupillon, anti musulman, anti juif bref les nazi, ils osent tout! Le tutoiement les insultes. Je te refile celui-ci pour te dÃ©fouler ! ðcadeau ð",0
"@USER Non , puisque la il la reproduisent sur leurs peuple via une U.E fondÃ© par les usa et d'anciens nazi",1
@USER #local333 les prêtres représentent la foi et elle n'est pas sexuée. Une femme peut représenter Jesus aussi bien qu'un homme.,1
@USER surement des arabes pour changer !,1
"""Christiane Taubira est une femme formidable .  Il faut se méfier des lectures caricaturales ""@USER #onpc",0
Ciotti Pecresse... le nazi et l'idiote. On dirai du Jean de la fontaine des Enfers.,1
J'suis crevÃ©.,0
CC @USER @USER @USER etc twitter.com/b3ta/status/99…,0
Certains se font bannir pr un tweet pdt que d autres ne sont pas bannis ms mieux ils sont carrément visités alors qu ils ont reconnu les faits d « agressions sexuelles » #balancetonporc #lafrancefolle,1
"On a toutes 1 à 15 #balancetonporc à raconter à déjà moins de 30 piges, quelle tristesse.",1
 bah taime ca non silvia ?,0
 la merde ca sort par le cul et pas par la bouche leo77 et Paul72 ;P,0
"L’ancienne ministre des droits de la femme, Yvette Roudy après la tribune signée par Catherine Deneuve : « On trouve encore des femmes du côté de la “domination masculine” » — via @USER lemonde.fr/idees/article/…",1
@USER Plus les attaque sur son physique à Laura  de la part de Noré tout au long du jeu plus en plus des putes etc  Alain le confirme comme tout les candidats ! #balancetonporc  #Noré,1
@USER @USER putain le vieux tir de femme enceinte #Ligue1 @USER,1
"#castaldi quand les victimes se taisent parce que cette famille se croit au dessus de tout, #BalanceTonPorc",0
"@USER Maha Issaoui la femme croisée ""par hasard"" à Clermont-Ferrand qui a accompagné le PR en #Tunisie a participé il y a 2 semaines au «Tour de France de l'égalité» organisé par Marlène Schiappa avec le préfet (Huffington Post) #manipulation #malhonnêtetéintellectuelle",0
"""@USER Alors qu'Hitler a Ã©chouÃ©, oui, autant continuÃ© Ã  balancer des conneries. 
",0
bien d'accord. jamais l'intolérance gauchiste n'a été aussi violente avec la complicité des gouvernants de la gra… @USER,0
"""@USER tu peux me fournir les 680kg negro? J'arrÃªte sur 670 net pour vivre dans """"entre la vie et la mort"""" pendant 15mn lÃ . LINK",0
 Techniquement le sac à MST c'est pas moi...,1
 si tres peite tu la vois pas,0
 tu va faire quoi avec ton pti corp t solo ta pas dami,0
la police franchement ils abusent quand il me touche le cul au premier rdv #BalanceTonPorc,1
 PAS HOMME HOMME,1
