text,label
en 2018 il encore des gens qui manifestent contre le droit à l'avortement en suisse (et partout ailleurs d'ail… @USER,0
"40% des crises ont pour motif la défense de l'égalité entre individus. Le sexisme représente à lui seul 23% des crises en 2017. - Communiquer c'est aussi insérer un message dans une société, dans un contexte sociétal. LINK",0
#MoiAussi : un pavé dans la mare | Segment | Tout le monde en parle | ICI Radio-Canada.ca fb.me/2tBiChPvt,0
@USER je nique ton pere le chameau de ses morts espèce de fils de tournante que tié jvai t’enculer et tu… @USER,1
"@USER @USER @USER @USER Le socialisme a aussi donnÃ© Hitler, Mussolini, Mao, Pol Pot, Staline, etc. Que des dÃ©mocrates, pour sÃ»r !",0
"@USER @USER Ma mère tenait absolument à ce qu'on lappelle madame *le* pharmacien, car elle soutenait qu'elle faisait aussi bien qu'un homme. Question de génération je pense",1
 ah sayer zoé tu as tes potes pour te defendrent tu te sens fraiche et t'ouvres ta gueule,0
@USER @USER Mais non....le hitler Ã©tait de gauche.....comme vousð,1
"""@USER @USER @USER @USER @USER @USER L'Egypte nÃ¨gre contre les sauvages du dÃ©sert :
",1
tweets de la semaine : #migrants en méditerranée - enfants migrants en #france – répression au #kirghizistan – abus… @USER,0
"""I am not your negro
",0
quand t'insulte une féministe @USER,0
@USER bah des renois,0
@USER pendant 40 ans ânonné : l’immigration (africaine) une chance pour la france ! les résultats… @USER,1
@USER @USER sa change en quoi le fait que les sjw sont des attardé mentaux ?,0
On reproche à la #charte de stigmatiser les femmes provenant de minorités ethniques. Le #Bloc exclue sa députée femme et non blanche #ironie,1
 ce que mon gosse sera ne te regarde pas qu'es ce que tu perles av ns la bouge de la,0
@USER Reste en chien negro tu ne gagneras pas ce pari LINK,1
Vous pouvez deviner l'apparition d'un terroriste.,1
Merci @USER de porter le sujet au côté du collectif #EnsembleContreleSexisme pour la première journée contre #sexisme dans lequel est très impliqué #TFTC @USER Numéro dédié à retrouver en kiosque dès demain @USER @USER  @USER @USER @USER LINK,0
j’ai la haine jtentre des cours là sur le pont y’avait deux rebeux en voiture ils m’ont fixé jlai regarde ils ma… @USER,0
"Je préfère attaquer Aurore Berge sur ses positions politiques comparables à celle d'une girouette, sur son rapport inconscient sur l'éducation mais jamais, jamais sur sa tenue. Elle s'habille comme elle veut, et s'en prendre à elle sur ce sujet c'est se rabaisser.",1
@USER @USER @USER peut aussi dire qu'on est totalement menacé de submersion invasion is… @USER,0
@USER @USER @USER @USER je confond rien tu es juste un attardé qui sait pas s'exprimer @USER,0
@USER @USER t’es vraiment un attardé gros,0
@USER Ce #sauvadet est un nazi !,1
quel mongol ce grosjean,0
"""@USER @USER @USER @USER @USER Vous y Ã©tiez oÃ¹ en 39 lorsque les troupes allemandes ont mis la France Ã  genoux en 1 mois. 
",0
#hdespros @USER vient sur votre plateau comme tout gauchiste qui veut imposer son discours. ils font de… @USER,1
@USER @USER lécheur de babouches... ah ces #whitegaucho un jour les rebeus vont tous les mettre à l'amende...,0
"La Ministre Britannique de l'Intérieur #Amber_Rudd vient de démissionner  après plusieurs #scandales sur le traitement des immigrés par ses services, laissant la Première Ministre #Theresa_May en position de fragilité à quelques jours d'élections locales.
#skripalpoisoning ...??? LINK",0
Tiens! cette affiche aurait-elle été retirée du métro parisien hier?@USER bien joué! ce serait bête qu'en plus de #sexisme on vous accuse d'encourager l'#obsolescenceprogrammee! Une chose est sûre : ce n'est pas grâce à vous qu'on résoudra la crise écologique 🤬#Riendeneuf LINK,0
"#soutienpourSusie à 13 ans, intolérable acquittement #balancetonporc Le parquet ne peut pas en rester là. #AppelParquetdelaVienne twitter.com/gridindriing/s…",0
"A l’heure où les affaires de #harcèlement et de #discriminations se multiplient, le #sexisme au travail n’est que très rarement invoqué alors que les victimes sont très certainement nombreuses… po.st/4PJivz via @USER",1
"Le parquet de Saint-Malo confirme plainte pour viol contre Nicolas Hulot en 2008 dlvr.it/QFbSKy
Prescrits surtout
Qu’une jeune femme, petite fille d’un homme politique des plus éminents, porte plainte serait donc un acte banal pour @USER , qui assure la défense de Hulot twitter.com/bfmtv/status/9…",1
@USER mongol?,0
Quelle sous merde illÃ©gitime et nazi cette @USER,1
"@USER Qd tu vois pour un vol d outillage c est 18 mois ferme pour une dizaine d agression sexuelle idem 18 mois ferme. Je suis rassuré nos boites a outils sont en sécurité pour ce qui est des femmes c est un autre probleme. 
#balancetonporc
ledauphine.com/vaucluse/2017/…",1
Nâoublions pas quâa lâÃ©poque nos ancÃªtres avaient lâarc 14-18 + Hitler + 39-45 + guerre froide câest rien Ã  cÃ´tÃ© du covidâ¦ LINK,0
Si câÃ©tait pas son pote il le traiterait de facho ou de nazi. ð LINK,1
@USER Une cinglée hystérique (voir sa bannière) bloquée par bcp dont moi ! Se prétend Sarkoziste mais a défendu Macron dès la première heure ! À ce demander si ce n’ait pas une taupe ! LINK,1
J'ai signé. Et vous? etmaintenant.net/#declaration #EtMaintenant #MoiAussi #FFQ #QS #polqc #polcan,0
@USER ces des enfants bordel ta 6 de qi c incroyable comment t’es attardé,0
@USER @USER serait-ce un journal islamo-gauchiste ? peur de perdre son lectorat molenbeek ?,1
il est temps d’en finir avec la délinquance et l’hyper-violence et d’en finir avec les barbares qui s’attaquent au… @USER,0
 mais cest une sale jalouse elle a rien a faire de sa vie et ta peau blanche a toi,1
Ãa vous Ã©tonne? N'oubliez pas que la gauche est le parti le plus faschisant. Il me semble bien que Hitler Ã©tait socialiste LINK,1
"#balancetonporc
mon prof de chimie a dit en cours ""c'est bien que l'amphi soit comme ça, parce que d'ici on voit tout"" (nb: ""tout"" = le dessous de la jupe d'une étudiante)
hier mon prof était dans le journal pour cette seule raison, et ça, ça me fait jubiler",1
@USER @USER il est pas aussi attardé que ça nn plus,0
@USER Nous avons la un bon NAZI,1
Il n'y a pas de place pour les musulmans.,1
"On ne peut plus rire sans être accusé d’#antisémitisme, de #sexisme, d’#homophobie, de #racisme, de #discrimination, etc...
On ne peut plus rire de tout avec personne.
La #France est devenu un pays de victimes &amp; de pleureuses, c’est affligeant.
Riez un peu putain. twitter.com/20minutes/stat…",1
@USER @USER Il est nazi Tapioca ?,0
"#Bestof
""Liberté d'importuner"" : @USER et @USER ont réagi à une semaine de polémiques et à la ""tribune-réponse"" de #CatherineDeneuve...
▶️ youtu.be/_UsOsLIf8Uc LINK",0
"Programme 📺 06/12/2017 : Soirée électorale #JohnnyHallyday
#balancetonporc",1
@USER tu é mongol ?,0
"Absolument personne dans la surface pour faire un appel, bridÃ© en latÃ©ral droit. Que des apl en retrait quand il a le ballon. C'est simple LINK",0
"@USER Non, non @USER, c avant que les américains disaient ""Ouah @USER""... Certainement un peu moins à présent.",1
"Prochaine pub de #Loreal pour une crème pour le visage ? Avec pour slogan ""Soyez belle à l'intérieur"" ? #jedemande 
Ben oui autant continuer à se dire contre le sexisme et promouvoir la propagande de l'islam politique qui cache la femme hein @USER LINK",0
"Ensemble, avec @USER du @USER , nous avons décidé d’écrire à @USER et Angela Merkel pour leur signifier notre besoin d’une Europe forte avec un budget de la #PAC ambitieux! Il est temps que l’Europe prenne la mesure de ce qu’apporte l’agriculture! LINK",0
"Ca m'est malheureusement déjà arrivé, mais pas aussi violemment que la plupart des témoignages par chance. #payetashnek #stopharcelement",1
"Royaume-Uni : ""Je vous ai mis dans ce pétrin, je vais vous en sortir"", dit Theresa May aux  conservateurs u.afp.com/4nTS #AFP LINK",0
"#Weinstein #Hollywood  comprendre que cela ne date pas d'aujourd'hui...#balancetonporc #alire #hollywoodbabylone 
hollywood un ramassi de gens drogués et dépravés dixit #aleisterCrowley l'homme le plus malsain du monde...ça fait rever LINK",0
"Maintenant #WoodyAllen alors que des rumeurs circulaient depuis très longtemps...
HALLUCINANT !!!! 
#BalanceTonPorc",1
 Adri calme-toi ça sert à rien de sénerver,0
 si zoé = port bh lucie = chienne,0
 j'ai des seins vous êtes des grosses jalouse vous avez rien vous,0
"Je ne comprends pas comment on peut simultanément présenter ses excuses (donc reconnaître les faits) et attaquer pour diffamation ????  Sandra Muller, à l'origine de #balancetonporc, poursuivie pour diffamation 20minutes.fr/culture/220426… via @USER",0
@USER Je crÃ¨ve dÃ©jÃ  de plaisir ð¤,0
macron annonce la création d'un musée-mémorial pour les victimes du terrorisme @USER via… @USER,0
"@USER Ah parce que les discours de manu dignes d'Adolf Hitler, ils ne sont pas ignobles du tout, hein ?",1
"#Darmanin – celui grâce auquel les #maires des grandes villes ont eu l'outrageux 40% d'augmentation de salaire – est accusé d'avoir contrainte une femme à un rapport sexuel: il y a eu #viol ""par surprise"", crime puni comme tout autre viol!  francetvinfo.fr/societe/harcel… @USER",1
"En 2018 aussi, le #sexisme se portera bien. Bonne année à tous. acnbc.com/portfolio-item…",1
"Selon Le Canard enchaîné, Sarkozy aurait dit à Wauquiez : ""Beaucoup de monde me disait que tu n'étais qu'une grosse merde. Aujourd'hui, je n'ai d'autre choix que de penser comme eux. Il paraît que tu as des ambitions présidentielles. Si j'étais toi, je trouverais un autre métier""",0
@USER @USER Et le nazi il est ou?,1
@USER @USER Surtout lÃ¢che rienâ¦ et crÃ¨ve dans tes pets !!!,0
"""Jte propose pas d'te marier, jte propose de t'amuser"" directeur de ma première école supérieure. #balancetonporc",1
@USER Dâaccord saint negro pas content,1
@USER ça se passe comment le sexisme chez vous ? On ne peut pas parler d'une femme sans évoquer le mec qui partage sa vie ? #sexisme #misogynie LINK,1
@USER la violence mdrr va falloir que tu censure tes tweets,0
Le mouvement #MoiAussi est loin d'être terminé. Bravo à tous ceux et celles qui ont participé à la marche #onagit #ottawa samedi dernier!,0
 ta bouche c un garage a teub,0
@USER @USER Câest nazi ne se relÃ¢che pas,1
"""Chevelure De NÃ©gro,
",0
 apres cest moi qu est pas française,0
"""@USER @USER Rien de nouveau. Pour ce qu'il en dÃ©voile, Zemmour a un programme Ã©conomique de droite. Dure. Il perpÃ©tuera le systÃ¨me. Comme Sarko, Hollande, Macron. Ou comme le ferait Le Pen.
",1
Voici le tableau dont nous parle @USER – vous en pensez quoi ? #PayeTaShnek #balancetonporc #harcèlement #LTD LINK,0
 voila sucide toi donc teresa ta bien ouvert ta guele pour rien,0
@USER waw jvai te défoncer jiji tu parles comme ça toi qui aime la violence jv te briser grosse pomme de terre va,1
Le lol du jour :) youtube.com/watch?v=mXAwfN… #notallmen #ironie #féminisme,1
"J'aime une vidéo @USER : ""Chilla - #Balancetonporc"" à l'adresse youtu.be/QYAYnGu_iaw?a. fb.me/2ybMdKGWP",0
"Au mec qui m'a pris ma 1ere fois..
Secret que je n'ai jamais dit à personne..
#balancetonporc",1
@USER @USER j’suis pas attardé pour m’amuser à afficher des meufs que je recale. j’insulte person… @USER,0
"Pour @USER sanctionner quelqu'un à cause d'une blague dégradante sur les femmes, c'est une #vaguedepuritinanisme. càd que la dignité des femmes relève d'une pudeur excessive, ce qui signifie que ce monsieur est pour l'humiliation des femmes = #balancetonporc",1
À quand la corruption équitable et écologique et féministe? #ceic #corruption #ironie,0
@USER j’avoue souffre trop nous étudiants renois. force à toi est ensemble !!! @USER,0
@USER @USER @USER Tu sais ce que sâest un nazi pauvre dÃ©bile ?,0
Tu vois une anal Ã  sec bien 25 cm bien negro tractionnÃ©? MÃªme pas un ti crachat sur Ã§a rien. Bah voilÃ .,1
"L'argument massue des pro-avortement : 

On veut pouvoir continuer à violer ( ou à être violée )

Comme si le viol, comme l'IVG , c'était dans la nature des choses...

La culture de mort , c'est ça 😢😢😢

#MPLV2018 twitter.com/PangolinChoupi…",0
ce qui tue c'est que meme offset il en marre de cardi b wallah apars sa reuss personne peut la supporte cette grosse mongol,1
Le problème avec les gens qui me prennent pour une conne c'est qu'ils me prennent et après ils oublient de me lâcher.,1
"Aujourd'hui, c'est la première journée nationale de lutte contre le sexisme #EnsembleContreLeSexisme ! Retrouvez toutes les ressources en ligne du @USER, centre francilien pour l'égalité femmes-hommes 👉 centre-hubertine-auclert.fr #EgaliteFH LINK",0
ET MAINTENANT C'EST AVEC UNE FEMME ... ==&gt;. Gérald Darmanin révèle avoir été accusé de viol par un homme shar.es/1NyXn0 via @USER,1
"VIDÉO 🎬 - Anny Duperey sur #BalanceTonPorc : ""J’ai connu un porc. C'était un grand nom du cinéma français"" #GGRMC #Harcèlement 
👉👉👉bit.ly/2AQWKBr LINK",1
 arthur tu veux te fight,0
Regle n°1 : Rappellez tous les jours à sa darone qu'elle formate son dernier enfant à devenir un pur #sexiste et #macho #MaReum #LaBledarde,1
"""Si tu cherche le chemin du bonheur je veux bien t'avancer de 22cm"" #nice #payetashnek",1
"A quelques jours près, on aurait pu avoir simultanément en TT #BalanceTonPorc et #50NuancesDeGrey",0
 David41 mais pourquoi ?!,0
"En espérant que ceux qui se reconnaîtront sur #balancetonporc, baissent les yeux Lundi et calment leurs pulsions malsaines à jamais.",1
Pour toute les féministes #feminist #meetoo #BalanceTonPorc venez soutenir la cause des hommes #hommiste défendez les pères qui ne voient plus leurs enfants à cause de femmes égoïstes,1
"« T’as pas froid sale pute! », tout ça parce que je met une jupe? Elle est belle la France. #balancetonporc",1
Hitler et Staline voulaient aussi unifier l'Europe. LINK,0
"Jconnais des mecs qui touchent des meufs ""consentantes"" mais qui sont surtout grave bourrées, et ça craint, déso pas déso #balancetonporc",1
"@USER @USER @USER y a pas que des insoumis qui sont contre, c'est vrai que la lois s'applique au puissant, christine lagarde, sarkozy, chirac, balkany ect ect sont trql pendant que des manifestant écologique sont assigné a résidence",0
"en réfléchissant 5 minutes, je me suis souvenue d'au moins 5/6 situations qui me sont arrivées et qui sont dans le thème #balancetonporc",1
@USER Tu peux faire Staline ou Hitler ? Ou louis XIV ?,0
Le #MoiAussi vont-ils le dénoncer ? LINK,1
"""@USER Les handicapÃ©s,  etc... gagnent le grand concours de la primaire fasciste 2022!
",1
@USER reste poli stp attardé va ^^,0
 ah ouais bah faites gaffe a lisa pk c'est un tunnel,1
@USER @USER merci,0
