text,label
Quand #balancetonporc fait dérailler le procès Tron fb.me/1FbWLUHCt,0
Ce mec terrorise les (jeunes) ♀️ journalistes depuis des années. Eric Monier (LCI) accusé de harcèlement sexuel buzzfeed.com/paulaveline/at…,0
" La dernière fois qu'on m'a fait cette blague, j'étais en maternelle.",0
Travail a domicile: Facebook pourrait bientôt lancer son enceinte connectée travail-internet-domicile.net/facebook-pourr…,0
"#JonathannDaval a étranglé sa femme, lui a mit une tenue de jogging, l'a emmené en forêt, et brûlé .
il a envoyé de faux SMS aux proches le lendemain, puis a feint l'inquiétude, participé aux recherches, organisé une marche blanche, pris la parole, pleuré.

il me fout la gerbe 😠",1
"""@USER @USER @USER @USER L'Egypte nÃ¨gre contre les sauvages du dÃ©sert :
",1
 tfk jenny,0
@USER mdsdois mongol,0
Emmanuel Macron et Theresa May veulent renforcer l’interdiction des armes chimiques lemde.fr/2FrhduZ,0
#Finkielkraut est #raciste ET #sexiste twitter.com/MadjidFalastin…,1
"@USER @USER @USER @USER Câest vrai, Zemmour nâest pas Hitler: il lui manque la moustache.",1
@USER C'est ça mais c'est leur côté macho et leur fierté par rapport à la femme de manière général qui fait que. Le foot = garçon et rien est plus intéressant que ça pour eux,1
"« Toi, je vais te baiser » : la bonne réaction face au harcèlement. #PayeTaShnek  rue89.nouvelobs.com/rue69/2016/04/… via @USER",0
"Les dirigeants @USER et #AngelaMerkel exhortent le président @USER à maintenir l'accord nucléaire de 2015 entre les #ÉtatsUnis &amp; l'#iran.
➡️Les réunions de M. #Trump avec M. #Macron mardi et Mme #Merkel vendredi seront parmi une série d'événements cruciaux. LINK",0
 T'as pas besoin d'être jalouse,0
"A l’heure de #balancetonporc, les #CHSCT sont menacés de disparaître. Lutter contre le #harcèlement sexuel était pourtant l'une de leurs prérogatives

bit.ly/CHSCT_Enterrés",0
@USER @USER @USER Es nazi,1
"""Jte propose pas d'te marier, jte propose de t'amuser"" directeur de ma première école supérieure. #balancetonporc",1
mais psk ses un mec il un dooooooooozo ptn balaise taah comme un c pas vos ptit renois tout frêle,0
"Avc tous l’énervement du monde rien ne justifie l’assassinat de ta femme , déjà à quel moment tu lève ta main sur une Femme c’est quoi votre mentalité de lâche ..",1
@USER @USER @USER @USER Évidemment le mec est en pilote et la meuf en hôtesse ! Cf t steward 👨‍✈️ et Madame le commandant #moderne #sexiste #égalité,1
Uma Thurman dit #MoiAussi | Frédéric Murphy | Célébrités fb.me/8IqCZ7C1k,0
@USER @USER rien à voir avec le terrorisme et l'islam puisqu'il est déséquilibré... circulez ya rien à voir #soumission,1
Ne surtout pas baisser la garde dans la lutte contre le sexisme @USER  @USER LINK,0
"Selon @USER, plateforme de veille e-reputation &amp; com de crise, près d'1/4 des badbuzz en 2017 étaient liés au #sexisme. Preuve que la tolérance baisse et que la dénonciation du sexisme s'amplifie sur les réseaux. #Confbadbuzz LINK",1
On comprend mieux les raisons pour lesquelles @USER travaille encore au MinistÃ¨re de l'intÃ©rieur malgrÃ© ses prises de positions favorables Ã  rebaptiser des boulevards au nom d'Adolf Hitler ! ð¤®ð¤®ð¤®ð¤® LINK,1
j'lui crÃ¨ve les yeux si il me fais Ã§a lvdm LINK,0
"Sommet Merkel Macron du 19/04. Macron devra baisser le ton outre son intérêt propre, doit préparer les prochains déplacements à Washington d'Emmanuel Macron et d'Angela Merkel les deux gouvernements ne sont pas exactement sur la même longueur d'onde.  
 europesolidaire.eu/article.php?ar….",0
@USER @USER #HandballSpirit allez les Bleues ! je sens le match de folie !!!,0
"Et hop un petit shoot de cliché #sexiste. La science de l'observation des astres, pas être un truc pour les filles... En revanche mater les fesses du voisin ça oui LINK",1
@USER Une femme digne de ce nom c'est beaucoup trop pour n'être résumée qu'à de la cuisine . Puis un homme digne dc nom aussi doit savoir cuisiner,1
 la violence ne fais pas les choses dans la vie,0
merci au 405 mongol qui suivent et qui calcul jamais mes tweet ! je continuerai à forcer avec mes tweets meme si… @USER,1
je souhaiterai me plaindre de certaines menaces qui courrent sur le web qui menaceraient des filles qui s'insurgent d'etre si mal traitées par les garçons. Les filles sont des trésors que vous Messieurs vous devriez considérer avec plus de considérat° #balancetonporc,1
"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",1
@USER @USER parce que nous est assez intelligent pour fabrique des bazooka et aller sur la lune connard,0
"Bah pour ne pas se faire entrainer par une femme evidement, la L1 il s'en fout ! #Ironie #QuestionDeMerde @USER @USER",1
"Violences dans les espaces publics : d'après l'@USER (enquête Virage) les #femmes sont plus souvent atteintes que les #hommes et sont exposées surtout à des #violences de nature #sexiste et sexuelle
ses.ens-lyon.fr/actualites/rap… LINK",0
La tribune de @USER ci dessous me dérange en partie : combattre les féministes à géometrie variable (qui défendent les droits des femmes que quand ca les arranges ) ça OK! Mais tolérer ou minimiser des comportements clairement #sexiste ça je dis NON (@USER 👌) LINK,1
"#16jours Fait no 4 :
Environ 120 millions de femmes âgées de moins de 20 ans ont déjà été victimes dun #viol ou dactes sexuels forcés (Source : @USER). #VFS #MoiAussi LINK",1
"A quelques jours près, on aurait pu avoir simultanément en TT #BalanceTonPorc et #50NuancesDeGrey",0
"#VendrediLecture séance de #travail au coin du #feu pour #ContesÀRebours , un #spectacle et un #livre qui ne respectent pas la règle #sexiste #lemasculinlemportesurleféminin ni les ordres de #EdouardPhilippe ou de l' #AcadémieFrançaise ! #ÉcritureInclusive #FéminineUniverselle LINK",0
Le negro qui sâest envoyÃ© Ã  ChÃ¢telet a rÃ©ussi sa mission lÃ  ð­,1
"Ben voyons...là où il y a de la gêne, il n'y a décidément pas de plaisir - La créatrice de #balancetonporc, poursuivie en diffamation, lance une levée de fonds pour financer sa défense francetvinfo.fr/societe/harcel… via @USER",1
"@USER Alors, si t'es pas d'accord ça veut dire Non Consentante, et donc que c'est un viol. Et Non pas une relation saine !  Du haut de tes 14 ans tu ne sais rien à la vie.",0
Être contre la peine de mort mais militer à fond pour l'avortement... si toi aussi tu fais caca sur la logique de… @USER,0
@USER mélanger la critique de l'ue et la soit-disant islamisation de nos sociétés est non seulement pas pert… @USER,0
Rappel de l'action de la grande féministe Andrea Dworkin. Harvey Weinstein et la question des complices – Ce que la campagne #MoiAussi nous rappelle à propos des agressions sexuelles …releslignesentrelesmots.wordpress.com/2017/12/14/har… via @USER,0
Je félicite mon collègue de l'Allemagne Amb. Christoph Heusgen pour l'élection de Mme Angela Merkel par le Bundestag pour un 4e mandat en qualité de Chancelière Fédérale @USER twitter.com/dw_politics/st…,0
@USER @USER je te retourne le conseil sur la véracité des infos je ne doute de la violence d'aucu… @USER,0
@USER tu nous ramène une maladie de jérusalem?],1
"La créatrice de #balancetonporc, poursuivie en diffamation, lance une levée de fonds pour finance... fr.news.yahoo.com/cr%C3%A9atrice… via @USER",0
"Va-t-elle se faire tailler en pièces par les bobos féministes.
@USER #BalanceTonPorc twitter.com/lobs/status/95…",0
"L'article « Mansplaining » de @USER a été créé en mars 2013, avant son équivalent en anglais fr.wikipedia.org/wiki/Mansplain… #sexisme",0
@USER Oh la carte bien de droite bien nazi,1
"@USER @USER Bravo le sexisme. Au XIIe siècle en plus, ah bah putain!",1
@USER dites non à la violence @USER,0
 la daronne a anna je lui fait un boulot,0
"""@USER 13 Block - Vrai nÃ©gro
",1
« La diversité des acteurs est réunie. La lutte contre le sexisme est une lutte transversale ». Intervention de @USER à la journée #EnsembleContreLeSexisme LINK,0
"Sharon Stone de Basic Instinc est sur C8 mais à t'elle une culotte ???

Pardon, je corrige c'est Aurore Bergé.Pas la même classe ni même le même talent. Pour la culotte je ne sais pas.
De loin j'avais pas fait attention. LINK",1
