text,label
"Jusqu'ici, je me félicite d'être passé entre les mailles du #balancetonporc. Cela signifie que la drogue est vraiment efficace.",0
"#Tex viré en 2 jours. #Gallet condamné pour favoritisme mais maintenu, #Darmanin accusé de viols sur un homme puis une femme mais qui a toute la confiance du gouvernement. La France, ce beau pays où vous risquez plus devant un tribunal médiatique qu'un tribunal correctionnel.",1
#Balancetonporc  UN HOMME DE 74 ANS JACQUES PREUX REMONT  INVITE UNE FEMME CHEZ LUI  POUR UN CAFÉ ET ABUSE D ELLE ( entre adulte ) 0966914017,1
"Décidément, la semaine commence mal pour Theresa May. Les Lords, chambre haute du parlement, infligent un lourd revers au gouvernement en votant un amendement à la loi sur le retrait de l'EU qui, de fait, exclut la possibilité de sortir de l'UE sans accord. twitter.com/faisalislam/st…",0
#hapsatousy - #zemmour ou la parfaite illustration de ce que dénonce #zemmour : l'hystérie la dictature le terror… @USER,1
"""@USER """"Si tu es contre l'immigration: Tu es raciste et presque nazi, fin du dÃ©bat.""""
",1
"😂😂😂 #BalanceTonPorc sauf si c'est un copain de #Jeremstar 
Pauvre Ģarrido ! De plus en plus pathétique ☹ twitter.com/lesterriens/st…",1
"En 2018 on fait comme tous les autres! On réagit quand ils se :
- déguisent comme nous;
- se moquent de nous;
- et parlent de nous en mal.
Fini les Martin Luther K. et autres Nelson Mandela, place à un esprit plus Malcom X. Allez, on s’assume maintenant! #balancetonporc twitter.com/hokube/status/…",0
 mettez vous aux hommes c'est mieux,1
@USER @USER culturises toi sale arabe,0
@USER @USER si tu considère que c'est la nature je pense que tu es contre l'avortement bien entendu ?,0
Des gouts de beur LINK LINK,1
"#Tunisie, je soutiens l'abolition de la dot, l’égalité d’héritage pr la femme et autres symboliques de ces réformes huffpostmaghreb.com/2018/01/18/tun… # via @USER",1
"@USER @USER @USER Vous faites l'apologie de ""balance ton porc "" qui est selon moi une mascarade de justice. Il faut une meilleure éducation ça permettra ainsi aux plus fragiles de ne pas vendre leurs corps pour une évolution professionnelle.Amour propre et respect de soi même.",1
La galère rend l'homme fidèle et la femme infidèle.,1
