text,label
ฉิ๊ปหายละคราวนี้คนไทยตายแน่พม่ามายึดประเทศไทยแล้วคราวนี้,0
ไปตายสะพม่าอยู่ไปก็รกโลกป่าวๆ,1
เลือกเกิดไม่ได้จริงๆมนุย เข้าใจคนไทยในสถานการแบบนี้ เห็นใจพวกพม่าบ้างคน..แต่สงสัยทำไมนายจ้างถึงไม่ตรวจสอบสุขภาพพวกเค้าดีๆก่อนส่งมาทำงาน..สมุทรปราการตอนนี้ไม่ค่อยมีใครกล้าออกตลาดเท่าไหร่..เห็นใจทั้งสองฝ่ายจริง..ยังงัยขอสิ่งศักสิทเมตตามวลมนุยให้โรคร้ายนี้หายไปสักที,0
คนไทนผิดตั้งแต่ต้น ไปเอาพม่าเข้ามา เห็นแก่เงิน ไม่คิดว่าประเทศพัง คนดีๆหากินไม่ได้ เอาใส่รถตู้เข้ามา ไม่ได้ตรวจโรคโควิด ตอนนี้ระยาดทั่วประเทศ โควิดแรงกว่าอู่ฮั่น สงสารหมอและนางพยาบาล ขอให้คุณหมอและนางพยาบาลแคล้วคลาด ปลอดภัยสิ่งศักดิ์สิทธิ์ปกป้องคุ้มครองค่ะ,0
เอาพม่าไปเผาก่อน,1
ฉีดให้พม่าก่อนเด้อ..สงสารคักๆๆๆ,0
ประเทศชาติกำลังจะดีขึ้นมาพังเพราะพม่าลักลอบเข้าแต่จับพม่าไม่ได้ดันมาจับคนลาวที่ไม่ได้เป็นโควิดที่นี่แหละอดตายกันทั้งประเทศ,1
Ahe Heaven เยอะจริงค่ะเยอะกว่าเมื่อก่อนมากขนาดเราอยู่ กทมเดินสวนกันตลอดยังคิดว่าคนไทยหรือพม่าวะขนาดนั่งรถสองแถวไปตลาดสดในรถมีเราเป็นคนไทยคนเดียวแถมมีข่าวลูกจ้างพม่าเขียงหมูฆ่ากันตายเพราะเมาแล้วลวนลามผู้หญิงพวกเดียวกันมันปาดคอคนที่มาห้ามมันน่ากลัวมากชาวบ้านที่อยู่ใกล้ตลาดเค้าบอกได้ยินเสียงแต่ไม่มีใครกล้าออกไปดู,0
พะเยา ชมความสวยงามอลังการ พระทรงเครื่อง ที่สวยและใหญ่ที่สุดในประเทศไทย ซึ่งตั้งอยู่ภายในวัดพระธาตุจอมศีล ตำบลบ้านถ้ำ อำเภอดอกคำใต้ จังหวัดพะเยา เชื่อว่าเป็นพระพุทธรูปที่มีความสวยสดงดงามเป็นศิลปะเชียงแสน สิงห์ 1ที่นำมาทรงเครื่องอย่างสวยงาม ประดับด้วย แก้ว เพชรนิลจินดา ปิดด้วยทองคำเซรามิคพร้อมกับติดองค์พระพุทธรูปและเทพพนม อย่างยิ่งใหญ่อลังการและเป็นที่เคารพนับถือของชาวพะเยา พระครูสุนทรวุฒิคุณ เจ้าอาวาสวัดพระธาตุจอมศีล ตำบลบ้านถ้ำ อำเภอดอกคำใต้ จังหวัดพะเยา นำผู้สื่อข่าวเข้าชมพระทรงเครื่อง ที่มีการกล่าวขานกันว่าเป็นพระทรงเครื่องที่สวยและใหญ่ที่สุด ในประเทศไทย โดยองค์พระสร้างด้วย ปูนปั้นปิดทอง เซรามิครวมทั้งเพชร นิล จินดาที่ได้มาจากจังหวัดจันทบุรีและประเทศพม่า ซึ่งประดิษฐานในอุโบสถวัดพระธาตุจอมศีล ที่ตั้งอยู่บนเนินเขาสูง ในตำบลบ้านถ้ำ อำเภอดอกคำใต้ จังหวัดพะเยา เจ้าอาวาสวัดพระธาตุจอมศีล เจ้าคณะตำบลบ้านถ้ำ กล่าวว่า ที่ผ่านมาได้มีตำนานว่าเจ้าเมืองในพื้นที่จังหวัดพะเยาได้เกิดการล้มป่วยลงและใน นิมิตให้มีการจัดสร้างพระทรงเครื่องขึ้น แต่เดิมได้ประดิษฐาน ที่บริเวณวัดหลวงในหรือวัดหลวงราชสัณฐาน อำเภอเมืองพะเยา แต่ต่อมาพระพุทธรูปองค์ดังกล่าวได้สูญหายไปจากเมืองพะเยาทางอาตมา พร้อมด้วยคณะศรัทธาญาติโยม จึงได้มีแนวคิดที่จะจัดสร้างพระพุทธรูปทรงเครื่องขึ้น แต่ก็ขาดปัจจัยโดยตนเองจึงได้เดินทางไปประเทศอินเดียและอธิฐานจิตขอให้มีการก่อสร้างพระพุทธรูปทรงเครื่องให้ได้ ต่อมาก็มีผู้มีจิตศรัทธารับเป็นเจ้าภาพในการจัดสร้างพระพุทธรูปทรงเครื่องดังกล่าว จนประสบผลสำเร็จซึ่งพระทรงเครื่ององค์นี้เป็นศิลปะเชียงแสน สิงห์ 1 หรือหลวงพ่อพุกกะยาภรณ์มณีศรีปทุม ที่ประดับด้วย แก้ว เพชรนิลจินดา ปิดด้วยทองคำเซรามิคพร้อมกับติดองค์พระพุทธรูปและเทพพนม อย่างละ 108 องค์ กับองค์พระทรงเครื่องด้วยโดยองค์พระทรงเครื่อง มีความสูง 7 เมตร หน้าตักกว้าง 5.50 เมตร ใช้งบประมาณในการก่อสร้างจำนวน 1.7 ล้านบาท โดยเริ่มก่อสร้างเมื่อปี พ.ศ.2545 ต่อมาเมื่อ วันที่ 4 มิถุนายน พ.ศ.2559 พระเจ้าหลานเธอ พระองค์เจ้าอทิตยาทรกิติคุณ ได้เสด็จเป็นองค์ประธานตัดหวายลูกนิมิตอุโบสถ และทรงกราบไหว้ พระทรงเครื่อง ที่ประดิษฐาน ในอุโบสถ,0
ต้องโทษผู้ประกอบการอยากได้แรงงานถูกรู้ว่ามันระบาดในพม่าก็ยังเอาเข้ามาและพวกคนไทยที่เห็นแก่ตัวบางตัวพามาเจ้าหน้าที่ชั่วที่ให้การช่วยเหลือเอามาลงโทษให้หมดไม่ใช่เพราะสมุทรและทำพังทั้งประเทศนะตอนนี้มันหลบหนี้ไปทั่วแล้ว,0
คนไทยฆ่ากันเองด้วยโรคพาข้ามมาหัวละหลายพัน สุดท้ายก็มาแพร่ติดกันที่ภาคกลาง อีกอย่างสืบสวนโรคคุณคุยกับพม่ารู้เรื่องรึเปล่ามันโกหกแน่นอน,1
ดูทีไรร้องไห้ตลอด สงสารคนพม่า ขอให้พระคุ้มครองค่ะ,0
ปล่อยให้มันอดตายอยู่พม่าโน่นแหละคนไทนตระหนกเสียขวัญ,1
