text,label
ชาวพม่าที่มาแบบผิดกม.ก็ทำใจหน่อยนะคะอาจจะลำบากกว่าเพื่อน เพราะงานก้อไม่มี กลัวโควิด กลัวตำรวจ ที่สำคัญกลัวอด ฉะนั้นทั้งคนไทยและชาวพม่าเราต้องมีสติช่วยได้ก็ช่วยกันไป,0
มนุษย์ ธรรมครับ เจ้าของโรงงาน เจ้านายของชาว พม่า เหล่านี้ไม่มีเลย เอาแต่ได้ ไม่มีคุณธรรม ธรรมมะ เหมือนไม่มีศาสนา อยากให้ทาง ราชการ รัฐบาลฯ เอาจริง ใช้กฏหมายลงโทษ เพื่อไม่ให้เป็น เยี่ยงอย่าง เจ้าหน้าที่ของรัฐฯ ก็เช่นกัน ต้องโดนลงโทษแล้วละ หารายได้จากความทุกข์ของ เพื่อมนุษย์ กฏหมายก็มี ค้ามนุษย์ ส่งฟ้องเลยครับ ลงโทษให้เห็นเลยว่า ทำดีได้ดี ทำชั่ว ต้องรับกรรม,0
อย่าว่าแต่พม่าเลยขนาดคนไทยด้วยกันยังไม่ช่วยเหลือเลยบางคนขนาดคนไทยไม่มีกันยังไม่ให้ยังไม่ช่สยเหลือมีแต่คำดูถูกและสายเหยียดหยาบเรา,0
พม่าก็คนเหมือนกันสงสารกันบ้างนะ,0
เมตตาธรรม ค้ำจุนโลก จะไทยหรือพม่าก็มนุษย์เหมือนกัน เพราะฉะนั้น เราจะจับมือแล้วก้าวผ่านโควิดไปด้วยกันค่ะ,0
นอนตายอยุ่พม่าโลด,1
เป็นกำลังใจให้ทั้งคนไทยพม่านะคะสู้ๆ,0
แถวบ้านหนูค่ะพวกพม่าเยอะแยะสมควรให้ออกจากประเทศไทยได้แล้วโควิดมารอบมีหวังหนูได้อดตายแน่ๆถ้าหากเกิดปิกเมืองขึ้นเพราะถ้าพ่อหนูได้รับผลกระทบจากโควิดต้องหยุดงานตายแง่ๆๆเลยพ่ต้องรับผิดชอบหน้าคนเดียว,1
ปล่อยมาเพื่อพม่านะแค่นี้คนไทยตายทั้งเป็นไล่ออกจากประเทศไปไม่งั้นยิ่งเลย ทีกับคนไทยนี้เก่งจริง,1
นี่แหละเป็นเพราะพวกสีกากี ที่ลักลอบขนพาพวกพม่า เขมร เข้ามาโดยไม่คัดกรอง ขอให้พวกสีกากีพวกนั้น โคตรญาติพี่น้อง พ่อแม่ ลูกเมียของมันจงติดโควิดตายยกรัง ตายทั้งตระกูล,1
ช่วง3เดือนที่ผ่านมาพม่าตายติดโควิดเยอะมากๆยุไกล้ๆไทยแต่ไม่รีบป้องกันแบบนี้เขาเรียกว่าไม่มีจิตเป็นผู้นำแล้วมาลอมคอกเฮ้อ,0
จะรับเข้ามาทำไหมแค่นี้ก้อไปไหนไม่ได้แร้วมีแตพม่าทั่วเราจะทำมาหากินจะไม่ได้อยุ่แร้ว คิดช่วยประชาชนของเราก่อนเถอะเดือดร้อนจะตายแร้ว,1
พม่าอัปรีย์ ส่งให้มันกลับไปตายที่บ้านมันโน่น,1
