text,label
กัมพูชาวอนปชช. การ์ดอย่าตก คุมเข้มรับคริสต์มาส-ปีใหม่ #new18 #นิว18 #newtv #นิวทีวี #โควิด #โควิด19 #โควิดโลก #ยอดติดเชื้อ #สถานการณ์โควิด #วัคซีนโควิด #ยอดโควิด #ทั่วโลก #พม่า #ย่างกุ้งกัมพูชา https://www.newtv.co.th/news/72041,0
เราไใม่รังเกียจค่ะ คนพม่าขยันและจำเก่ง เราสงสารเห็นใจค่ะ งานเค๊าคนไทยเราไม่ชอบทำค่ะ แต่ขอให้มาอย่างถูกต้องค่ะ,0
พม่าไม่อยากป็นสื่อสารไปสิน้อง..เข้าออกให้ถูกต้องคัดกรองให้ดี..ใครล่ะอยากมให้เป็น..สื่อไปยังพี่น้องพม่าดีมั้ยต้องทำแบบไหน..,1
ขนเข้ามาเอามาฆ่าคนไทยเต็มไปหมดมาค้าขายก็มีเต็มตลาดมีแต่พม่ากุไม่เห็นจับมันเลยจับตอนนี้มันก็รสายเพ,1
คนพม่าที่มีความอ่อนน้อมถ่อมตนพวกเราคนไทยก้อพร้อมที่จะอ้าแขนรับและช่วยเหลือเต็มที่นะเราแยกแยะออก,0
พม่าเข้ามาเยอะ ยิงทิ้งบ้างก้ดีนะ,1
รวมมือรวมใจพีน้องพม่าสู้ๆอย่าหนีเดียวไปติดก้นมั่วขอให้ปลอดภ้ยทุกๆท่านสู้ๆๆ,0
พม่าทำงานที่.นึง แต่ พักอาศัย อีกแห่งนึง อย่ามองข้ามนะเจ้านาย และ ชาวพม่าวันหยุดเขามักจะไปทำบุญ ที่วัดครับ และไปเที่ยวหาญาติ รวมถึง พม่าที่ทำงานเป็นเด็กติดรถ แต่มีทีพักเดียวกับผู้ติดเชื่อ รวมถึง ล้งแกะกุ้ง.มีกระจ่ายทั่วจังหวัด,1
[News] นายจ้างสมุทรสาครขนแรงงานพม่า ลอยแพลง ถ.บางนา-ตราด / ถ.พระราม 2 ทั้งหมดยังไม่ได้ตรวจโควิด . เจ้าหน้าที่เข้าควบคุมตัวแรงงานข้ามชาติเมียนมา จำนวน 14 คน ที่บริเวณปากซอยหมูบ้านกรีนเลค ถนนบาง-ตราด จ.สมุทรปราการ . พบว่ากลุ่มแรงงานเหล่านี้อยู่ในพื้นที่สมุทรสาคร แต่ถูกนายจ้างพาออกมานอกพื้นที่ โดยจ้างรถตู้ขนออกจากพื้นที่ในช่วงค่ำที่ผ่านมา โดยเจ้าของโรงงานแจ้งว่า . จะมีเจ้าหน้าที่ตำรวจมาตรวจโรงงาน จึงไม่อนุญาตให้แรงงานต่างด้าวพักอาศัยอยู่ ให้ออกไปจากโรงงานให้หมด ใครมีญาติพี่น้องให้ติดต่อขอไปพักอาศัยอยู่ก่อน หรือใครไม่มีญาติจะส่งไปหลบในไร่สับปะรดที่จังหวัดระยอง . ในระหว่างทางได้มีการจอดส่งบางส่วนลงย่านถนนพระราม 2 ส่วนอีก 14 คน โดนหลอกเอามาส่งลงที่ถนนบางนา-ตราด ปากซอยกรีนเลค อ.บางพลี สมุทรปราการ . จากการตรวจสอบเบื้องต้น จำนวน 6 คน มีเอกสารทำงาน ส่วนอีก 8 คน ไม่มีเอกสารการทำงาน และแรงงานข้ามชาติเมียนมากลุ่มนี้ไม่เคยได้รับการตรวจคัดกรองหาเชื้อโควิด-19 แต่อย่างใด . ที่มา Workpoint . อ่านเพิ่มเติม https://www.mangozero.com/foreign-workers-samut-sakhon/ ? . ---------------- ติดตามพวกเราได้ที่ Website : www.mangozero.com Twitter : www.twitter.com/themangozero YouTube : www.youtube.com/mangozero Instagram : www.instagram.com/themangozero LINE : www.line.me/R/ti/p/%40nvb9556r Facebook : Mango Zero,0
พม่าครองเมืองรัฐบาลแก้ไขปัญหาไรไม่ได้จับได้ยิงๆทิ้งแม้งเหอะต่างประเทศเขาไม่เห็นค่าไรพวกนี้หรอกส่งกลับประเทศไปถ้าหนีจับตายไปเลย,1
