text,label
Waenvi Waenvisete กะลาแลน แดนสยาม พม่าบุกจ้าแม่ ขุดหลุมหลบภัย ยังตาย,1
คิดถึงพี่น้องแรงงานเพื่อนบ้าน คิดถึง ศิลปินพลัดถิ่น ชีวิตพวกเราใกล้ชิดกับเเรงงานเพื่อนบ้านมากสุดก็ตอนได้ทำรายการชีวิตจริงยิ่งกว่าละคร ตอน ศิลปินพลัดถิ่น ที่เคยออกอากาศเมื่อวันที่ 8พ.ค.2561 นำเสนอเรื่องราวชีวิตการต่อสู้ของ ชาลี ผู้รอนแรมจากประเทศเมียนมา เข้ามาเป็นแรงงานข้ามชาติในจังหวัดสมุทรปราการ แม้จากบ้านเกิดมานานกว่า 10 ปี แต่ชาลีไม่เคยละทิ้งความฝัน ที่อยากจะมีคณะลิเกเป็นของตัวเอง เขาจึงก่อตั้งกลุ่ม C.R.C.G. เพื่อเล่นลิเกพม่า และแสดงศิลปวัฒนธรรมกะเหรี่ยงที่เขารัก หวังใช้เป็นเครื่องมือคลายความเหงา และสร้างความสุขให้แก่พี่น้องที่เดินทางมาขายแรงงานในประเทศไทย พวกเราเลยได้มีโอกาสติดตามชีวิตชาลีเข้าไปชุมชนสะพานปลา จ.สมุทรสงคราม ที่เคยรุ่งเรืองและคึกคักด้วยพี่น้องแรงงานชาวเมียนมามาก่อนที่อุตสาหกรรมประมงจะย้ายไปอยู่ที่ จ.สมุทรสาคร แต่ที่นี่ก็ยังมีพี่น้องชาวเมียนมาอยู่ และที่สำคัญทุกปีเมื่อถึงเทศกาลงานบุญที่สำคัญก็จะมีพี่น้องชาวเมียนมาหลากหลายพื้นที่มารวมตัวทำบุญที่นี่ ในห้วงยามนี้ก็อยากชวนย้อนดู ศิลปินผลัดถิ่น ด้วยกัน ดูแล้วคิดถึง ชาลี แม้ปัจจุบันชาลีน้องชายพวกเราจะสานความฝันกลับไปทำลิเกที่เขารักที่เมียนมาแล้วก็ตาม ดูแล้วหวังให้เข้าใจพี่น้องแรงงานเพื่อนบ้านว่าเขาก็มีคุณค่ามีความหมายมีความสามารถมีชีวิตมีความฝันเหมือนกับพวกเรา ไม่ควรดูถูกล้อเลียน ไม่ควรด้อยค่า ไม่ควรตีตรา ไม่ควรละเมิดสิทธิ์ ไม่ควรทิ้งพวกเขาอย่างไร้จรรยาบรรณไร้ความเมตตาไร้ความเป็นเพื่อนมนุษย์ในห้วงยามวิกฤตยากลำบากนี้ สนใจติดตามชมทางลิงค์ https://m.youtube.com/watch?v=qEloqEzLLmY #ชีวิตจริงยิ่งกว่าละคร #ศิลปินพลัดถิ่น #ลิเกพม่า,0
จะตายก่เพราะกองทัพพม่า,0
ไม่มีชนชาติใดอยากติดโควิททั้งนั้น พม่าก็เป็นมนุษย์เหมือนกันกับคนไทยเรา ก็ไม่อยากติดหรือเป็นเหมือนกันกับคนไทยเรานี้ละคะ,0
รักษาแต่คนไทยได้มัยพม่าปล่อยมันตายๆไปเลย,1
พม่าเผาเมืองครั้งที่3,1
ความซวยกำลังมาเยือน เอาไม่อยู่หลอกพม่ามันดื่อรั้นจะตาย ให้กับบ้านมันไปให้หมด,1
สู้ๆนะครับเดี๋ยวเรื่องร้ายๆก็ผ่านพ้นไปผมเป็นคนไทยคนหนึ่งขอเป็นกำลังใจให้คนพม่าที่ทำงานในประเทศไทย,0
แรงงานพม่า มอญ ที่มหาชัย ที่เขาย้อย ช่องทางเข้า มา 80% น่าจะเส้นทางสังขละบุรี เมื่อ 20 ปีที่ผ่านมาขบฝนการนำเข้ามีทั้งภาคเอกชน จนท.รัฐ นำเข้าแรงงานมาว่งที่มหาชัย เวลาถูกจับศาลสั่งเนรเทศช่องทางฮะล็อคคนี ที่สังขละบุรี ปค.ตร.ตชด.ต้องควบคลุมส่ง.ให้ถึงชายแดน แต่ข้ เท็จจริง จนท.ที่ไปส่ง กลับยังไม่ถึงสังขละบุรี แต่พวกแรงงานต่างด้าวมารอขค้นรถที่สังขละบุรีแล้ว โควิดครั้งนี้ผมว่าต้องมอบภารกิจให้ ผวจ.กาญจนบุรี ผวจ.ตาก ประจวบฯ ระนอง รับผิดชอบดูแล อย่าให้ ผวจ.สมุทรสาคร รับผิดชอบโดยลำพัง สงสารแกนะ,0
ปีใหม่นี้กินข้าวอยู่บ้านอีกแล้วกูตั้งใจจะไปเที่ยวถาคเหนือความหวังคงจะจบที่มหาชัยผู้ว่าบอกชาวสมุทรสาครอย่าวิตกปาเข้าไปเป็นสิบแล้วไม่ตกก็บ้าแล้วละคนปิดปากปิดจมูกแม่งปิดแทบตายสุดท้ายพวกพม่านำเข้ามาแพ่ร์เชื้อมันคุ้มกับเวลาที่เสียไปไหมพอเกิดโรคนี้ตรงจุดนี้อยากถามท่านผู้ที่นำคนพม่ามาทำงานแล้วไม่ปิดจมูกมันคุ้มไหมครับ,1
