text,label
ให้ไปตายบ้านมึงเลยพม่า,1
ตั้งการด์ไว้ครับให้พม่ามันต่อยอย่างเดียวแล้วเขาจะเอาอะไรกินอดตายเป็นแน่แท้,1
Srinuan Yuankasem เหมือนกัน เดินตลาดเจอแต่พม่าขายของเดินสวนกันก็พูดกันด้วยภาษาพม่า ตายๆเราจะไม่มีแผ่นดินอยู่,0
กูเจอพม่ากูยิง,1
?? *เรื่องที่ทนายอัจฉริยะ เรืองรัตนพงษ์ เปิดเผยญาติอนุพงษ์ เผ่าจินดา เป็นเครือข่ายขนแรงงานพม่าเอาโควิดมาแพร่ที่ไทย พวกมึงก็ไม่เห่า*,1
พม่ายึดกท.มแล้วๆมันก็นำเชื่อโรคมาแพร่ทัวกท.มเราอีกน่อยก็ตายกันเหมือนประเทศนอกแล้วใว้ว,1
คนไทยตายเพราะพม่าแพร่เชื้อ,1
รอยยิ้มที่จางหาย สำหรับคนที่เกิดและโตมาในครอบครัวชาวประมง มีก๋งเป็นคนหาปลามาเลี้ยงครอบครัว มีอาเป็นไต๋เรือที่เชี่ยวชาญ มีลูกผู้พี่เป็นไต๋เรือถึงสองคน มีพ่อที่ไม่ได้ออกหาปลาแต่ก็เป็นหัวเรือใหญ่ในการต่อเรือประมงลำแล้วลำเล่า จากเล็กไปสู่ใหญ่ ในวัยเด็ก การลงไปนั่งเรือประมงเพื่อทอดหุ่ย หนีความวุ่นวาย อู้งานบ้าน เป็นเรื่องธรรมดาสำหรับฉัน เรือประมงเป็นสิ่งที่คุ้นเคย เป็นห้องพักผ่อน เวลาเรือออกไปหน้าปากอ่าวเวลาทำบุญเรือ กระแสคลื่นก็ไม่ได้ทำให้หวั่นวิตกในการปีนขึ้นปีนลงข้างบันไดเรือ คนเรือเล่าเรื่องปลาโลมา เรื่องแม่ย่านางเรือ ที่ทำให้ตาโตได้ เวลาลูกเรือซึ่งขึ้นฝั่งมาคอยรับเงิน ฉันยังจำได้ดีถึงรอยยิ้มเบิกบาน ถึงท่าเดินราวกับนายแบบเดินบนรันเวย์ ถึงความสุขใจที่เราได้เป็นผู้อยู่ข้างๆ อาที่จ่ายเงินให้พวกเขา อาที่เป็นไต๋ย้ำให้ฟังตลอดว่า ต้องมีทั้งพระเดชพระคุณถึงจะคุมพวกเขาได้ มิฉะนั้นก็คงได้เป็นศพลอยกลางทะเล เมื่อระยะเวลาห้าหกปีที่แล้ว คำพูดประโยคนี้กลับมาสู่สมองอีกครั้ง คำว่าแรงงานทาสบนเรือประมง ทำให้ฉันแปลกใจ ถ้าลูกเรือทั้งลำเป็นพม่า ยกเว้นไต๋และนายท้ายเรือที่เป็นคนไทย ใครกันแน่ที่ถือไพ่เหนือกว่า ใครกันแน่ที่มีแนวโน้มจะถูกทิ้งร่างไร้ลมหายใจลอยอยู่กลางทะเล เมื่อธุรกิจเรือประมงมีคู่แข่งเยอะมาก ใครๆ ก็ต่อเรือเพราะเห็นว่ารายได้ดี ก็มีการสร้างห้องเย็นเพื่อรองรับผลผลิตประมง ในสมัยนั้น เมื่อสามสิบกว่าปีก่อน ห้องเย็นก็เริ่มมีมากขึ้นเรื่อยๆ ทั้งเก็บสต้อคเพื่อขายในประเทศและทำการแปรรูปส่งต่างประเทศ คนงานที่เคยเป็นคนไทยก็เปลี่ยนเป็นพม่า ห้องเย็นจำนวนมากขึ้นเรื่อยๆ พร้อมกับจำนวนคนงานพม่าที่เพิ่มขึ้นๆ เป็นอีกครั้งที่ฉันเห็นรอยยิ้มอันสดใสจากใบหน้าของคนงานพม่าที่เลิกงานเดินออกมาอย่างมีความสุข ความรู้สึกตอนนั้นคือ อย่างน้อย บ้านที่ชื่อสมุทรสาครของเราก็มีส่วนที่ทำให้เกิดรอยยิ้มเหล่านั้น พอถึงวันนี้ วันที่รอยยิ้มจางหายไปจากใบหน้าของคนสมุทรสาครและแรงงานพม่าที่นี่ ที่ๆที่เป็นครัวของประเทศ ที่ๆ เคยมีการประมงอันดับหนึ่งของประเทศและกิจการแปรรูปสัตว์น้ำทำรายได้มหาศาล ส่งภาษีเข้าหล่อเลี้ยงภาคต่างๆ ของประเทศ สมุทรสาครที่เคยรุ่งเรืองทางเศรษฐกิจต้องถูกทุบทำลายเพราะคำว่าแรงงานทาส สมุทรสาครต้องถูกรังเกียจเพราะเป็นที่ๆ ทำให้เกิดการแพร่ระบาดของโควิด ไปที่ไหนก็มีแต่คนระแวง ไม่กล้าเข้าใกล้ น่าสงสารยังน้อยเกินไปที่จะใช้คำนี้ เราไม่ได้เป็นจังหวัดชายแดน เราอยู่ติดปากอ่าวไทย คนพม่าจะว่ายน้ำข้ามมาขึ้นฝั่งหรือ จะนั่งเรือประมงมาก็ยังต้องอ้อมมาอีกไกลกว่าจะถึง ยังมีศูนย์ควบคุมการเข้าออกเรือประมงที่คอยนับคนเข้าคนออกฝั่งอย่างเข้มงวดตลอด 24 ชั่วโมงอีกเล่า รอยยิ้มจางหายไปจากใบหน้าของคนที่นี่ ต้องทนรับความเสียหายโดยไม่ได้เป็นผู้ก่อ ความรู้สึกต่างๆ ที่ประดังประเดเข้ามาพร้อมกับสึนามิทางเศรษฐกิจและทางสังคมที่เกิดขึ้นจังหวัดเล็กๆ บ้านเกิดของฉัน เมืองเก่าแก่ที่เป็นแหล่งสร้างงาน สร้างรายได้แหล่งใหญ่ของประเทศ ถ้าเปรียบเป็นนักมวย สมุทรสาครก็เรียกได้ว่าบอบช้ำหนักมาก แต่ ฉันก็ยังเชื่อมั่นในจิตใจนักสู้ที่ไม่ยอมแพ้ง่ายๆ ของคนจังหวัดนี้ ฟ้าที่มืดครึ้ม พายุใหญ่ที่พัดเข้ามาในวันนี้ คงไม่อาจโค่นล้มจิตใจนักสู้ของคนที่นี่ได้ ฉันหวังว่าในเวลาอันไม่ช้า รอยยิ้มต้องกลับมา และเราจะข้ามฝ่าวิกฤตนี้ไปด้วยกัน,0
"มนุษย์จริงๆ แล้วมาจากไหน และอะไรเป็นเหตุให้เกิดภัยพิบัติ หลวงพ่อพระราชพรหมยาน วัดท่าซุง ที่ว่าจะมีไฟบรรลัยกัลป์มา เพราะว่าคนมีจิตบาปมาก ศีล ๕ ทำไม่ค่อยจะครบ เช่น ปาณาติบาต เป็นต้น อายุมันจะน้อยลงทุกที จนกระทั่งอายุถึง ๑๐ ปีเป็น อายุขัย ตอนนี้เกิด มิคสัญญี ไม่มีการเคารพสิทธิ ซึ่งกันและกันจะรบราฆ่าฟันกันมาก พระอาทิตย์ท่านรำคาญเต็มที่ โผล่มาทีละ ๒ ดวง ๓ ดวง ๔ ดวง ตายหมด ทีนี้ถึง ๗ ดวง น้ำในมหาสมุทรก็แห้ง ต้นไม้แห้งกรอบจัด ผลที่สุดเป็นไฟลุก ไฟไม่ได้ไหม้ มาจากไหน อาศัยน้ำแห้ง ต้นไม้แห้งกรอบเต็มที่ ความร้อนหนัก ก็เกิดไฟลุกขึ้น ก็ล้างกันเสียทีหนึ่ง เมื่ออารมณ์สงสัยเกิดขึ้น ฉันก็อดที่จะอยากรู้ตามความ เป็นจริงไม่ได้ ในที่สุดคืนวันหนึ่ง ฉันนั่งคุมกรรมฐานอยู่ ความสงสัยเรื่องรู้เลยธงเกิดขึ้นมาขวางจิต จึงถามท่าน ผู้รู้ที่เป็นสัพพัญญวิสัย ท่านทรงพยากรณ์ให้ทราบดังนี้ หลังจากกึ่งพุทธกาลไปแล้ว ๔,๐๐๐ ปี จะมีไฟล้างโลก ล้างแต่โลกมนุษย์เท่านั้น ไม่ลุกลามไปถึงเทวดา ท่านบอกว่ามันเริ่มความเร่าร้อนตั้งแต่ก่อนกึ่งพุทธกาล ๑๕ ปีแล้ว จากนั้นไปพวกอธรรมเกิดมาก มีอำนาจวาสนา มาก ทำให้ความสงบสุขไม่มี เพราะพวกอธรรม เป็นพวก เห็นแก่ตัวมากกว่าเห็นแก่ส่วนรวม โลกจะร้างไม่มีต้นหญ้ากอไม้ แม้แต่น้ำในมหาสมุทร ก็ไม่มีไปครบ ๑,๐๐๐ ปี หลังจากนั้นแล้วจะมีฝนใหญ่ ตกลงในมนุษยโลก แม่น้ำและมหาสมุทรจะเต็มไปด้วย น้ำ พื้นโลกจะชุ่มชื่น ต้นหญ้าต้นไม้ จะเริ่มงอกงามขึ้น เป็นลำดับจนโลกทั้งโลกกลายเป็นป่าไม้ หลังจากโลกที่เขียวชอุ่มไปด้วยต้นหญ้าใบไม้นั้น ทิ้งระยะนาน ๑ หมื่นปี สัตว์โลกเริ่มเกิด สัตว์และคน ที่มาเกิดยุคต้นนั้น ไม่ได้อาศัยบิดามารดาเป็นแดนเกิด มาเกิดแบบโอปปาติกะ คือ มาเกิดด้วยอำนาจกรรม คือเป็นตัวตนขึ้น จะยังไม่มีพระอาทิตย์พระจันทร์ส่องแสง มีแสงสว่าง เกิดจากอำนาจบุญของแต่ละบุคคล คือมีแสงสว่าง ออกจากตัวเองเป็นสำคัญ เรื่องอาหารนั้น ในระยะแรก ยังไม่ต้องการอาหาร มีความอิ่มด้วยธรรมปีติ เพราะ แต่ละคนที่มาเกิดล้วนแล้วแต่มาจากเทวดาหรือพรหม ทั้งนั้น ไม่มีสัตว์นรกหรือเปรตเจือปน โลกจึงเต็ม ไปด้วยความสุขหาความทุกข์ไม่ได้ นอกจากกฎธรรมดา คือความเสื่อมของสังขาร เรื่องการทะเลาะยื้อแย่งไม่มี คนทุกคนเป็นคนสวยหมด มีผิวขาวเหลือง เนื้อละเอียดทั้งหญิงและชาย มีแต่ คนรวยไม่มีใคนจน มีแต่คนใจบุญ ไม่มีใครใจบาป เมื่อ โลกมีมนุษย์และสัตว์บริบูรณ์ มีดวงจันทร์ มีดวงอาทิตย์ ระยะเวลานับแต่มีสัตว์โลก เกิดในโลก เวลาล่วงมา ได้ล้านปี คนสมัยนั้นมีอายุครองตนเองได้ ๔ หมื่นปี เป็นอายุขัย ท่านว่าตอนนั้น พระศรีอาริย์จะมาตรัสรู้เป็นพระพุทธเจ้า เขตที่ท่านลงมาตรัส สมัยปัจจุบันเรียกว่า เขตเมืองพม่า พูดถึงไฟบรรลัยกัลป์แล้วน่ากลัวจริงๆ นะ แต่ถ้าคนชั่ว มีมากก็ควรล้างกันเสียที",0
แล้วคุณไม่ตำหนิเจ้าหน้ารัฐบ้างละ พวกพม่าเข้ามาได้ยังงัย เขาเสียเงินให้นาหน้าและเจ้าหน้าที่รัฐถึงเข้ามาทำงานได้ มองคนให้เป็นคนหน่อยหรือว่าคุณเป็นไทยเป็นมนุษย์พิเศษกว่าชาติอื่น,0
