text,label
ผู้ว่ามุ้งมิ้ง น่ารัก สู้ๆนะคะชาวสมุทรสาคร และพี่น้องชาวพม่าค่ะ,0
สงสารผู้ประกอบ..ที่มีรัฐบาลเฮงซวยเช่นนี้ ไม่ล่าตัวเจ้าหน้าที่กระทำผิดที่มีการลักลอบพม่าเข้ามา,0
ใช่.. พม่าก็คน.. ไทยก็คน.. ต้องช่วยเหลือกันฮะ,0
ฉิบหาย?กันทั้งประเทศ.. ยุคสมัย?ที่ควายบริหาร... มึงอย่าบอกนะไม่เกี่ยวกับรัฐบาล... อำนา?จ?อยู่ที่ใครหละถ้าไม่เกี่ยว เสียกรุงศรีฯครั้งแรกให้พระเจ้าบุเรงนอง เสียกรุงศรีฯครั้งที่สอง โดนเผาไม่เหลือ เพราะมีไส้ศึกเปิดประตูเมืองให้ เพราะเห็นแก่ยศ และเงินทอง คราวนี้เสียสมุทรสาคร ก็เพราะพวกเห็นแก่เงินทอง พาไส้ศึกเข้ามาอีก คงอีกเพียงแค่ชั่วเคี้ยวหมากแหลก พม่ารามัญคงเข้าตีกรุงเทพฯได้สำเร็จเป็นแน่แท้ เพลานี้พวกเจ้าจงเร่งเตรียมผ้าปิดปากและเจลแอลกอฮอร์ให้พร้อมรับศึกอันใหญ่หลวงเถิด,0
ตามนั้น ถ้าไม่ยิงทิ้งรึว่าส่งกลับ โควิดพุ่ง,1
สงสารคนพม่าเลย ถ้าเจ้าของกิจการไม่ต้องการแรงงานพม่า เค้าจะเข้ามาได้เยอะขนาดนี้รึไง ยามดีใช้ ยามไข้ก็ต้องรักษานะ นึกถึงพวกไทยหนีไปเกาหลีญี่ปุ่นคงสภาพเดียวกัน,0
ไงล่ะ..ระบาดหนักคนพม่า รับมาอีกพวกเหนแก่ตัวทำให้ ปทท. ชิพหาย เพราะคนพวกนี้ พวกคนงานเหมือนกันแมร่งประเทศมึงเป็นโควิส พวกมึงหนีตายมาประเทศกู นรกจิงๆๆ,1
ใกล้บ้าละคนพม่าก็คนนะเขาไม่ได้เป็นทุกคนไม่มีใครอยากเป็นเห็นใจกันเอาไว้,0
ทำไหมชอบมาสั่งแต่ประชาชน. สั่งรัฐบาลก่อนไหมคับหมอ. บอกให้มันปิดประเทศก่อน. รักษาคนในประเทศก่อนแล้วก็ขนพวกพม่าให้กลับประเทศตัวเองไปก่อน ดูแลคนไทยก่อนเพราะคนไทยไม่ใช่ต้นเหตุกับโควิดรอบนี้ (ผมก็ไม่ยากโทษพี่น้องชาวพม่านะ แต่ต้นเหตุมันก็มาจากพวกพม่าจริงๆๆถ้าอยากจะแสดงความรับผิดชอบ ขอแนะนำให้กลับประเทศท่านไปก่อน. เหตุการดีขึ้น ค่อยกลับมาทำไหม,0
ตะวัน สุดปรายฟ้า จะติดโควิทตายห่าเพราะพวกพม่าเอาโควิทมาแพร่กันหมดประเทศอยุ่แล้วยังมีหน้ามาห่วงจะมีคนทำงานนี้ไหมทีแต่ก่อนไม่มีพม่ามาทำงานนี้ไทยก็ยังอยุ่มาได้แสดงว่าคุณคิดว่าถ้าไม่มีพวกต่างด้าวพวกนี้ประเทศจะอยุ่ไม่ได้เหรอเลิกห่วงเรื่องกลัวไม่มีคนทำงานเหอะเอาตัวเราเอาประเทศให้รอดจากโควิทก่อนดีกว่าไหมคะคิดสิคิด,1
คาสิโตนเนาะอดเอาพี่น้องพม่าสู้ๆๆๆ,0
สู้ๆๆๆๆๆคับผมยุประจวบติดด่านสิงขรเราจะระวังตัวพวกคุณชาวพม่าก็ดูแลตัวเองนะคับสู้ๆๆอย่าท้อ ท้อเอาไว้ให้ลิงถือนะ,0
ส่งพม่ากลับประเทศพม่าให้หมดตอนที่ไทยระบาดมันอยากกลับประเทศมันรู้ทุกคนกลัวแต่ตอนนี้ประเทศกูก็กลัวพวกมึงเหมือนกันอย่ามาสร้างความเดือดร้อนกับประเทศกูเลย,1
ไม่ต้องสงสาร ไม่ต้องเห็นแก่มนุษยธรรมแล้ว ส่งมันกลับให้หมด ใครไม่กลับ ยิงแม่งทิ้งเลย อยู่แล้วสร้างปัญหา #เลวทั้งพม่าทั้งคนพาเข้ามา,1
ส่งพม่ากลับบ้านบรรพบุรุษมันด่วน ลงโทษพวกนำแรงงานผิดกฎหมาย พวกเวรนี้สร้างความบรรลัย,1
จะปล่อยให้เข้ามาทำร้ายคนไทยทำไมจะตายเพราะความมักง่ายของพม่า,1
ไอ้ชิปหาย มัวแต่เอาทหาร ตำรวจ มาปราบม๊อบ พม่าลอบตีกรุงศรี ตายห่าหมด,1
ขอบคุณแทนพี่น้องชาวพม่าด้วยค่ะ ขอให้รวยๆเจริญรุ่งเรืองนะค่ะ,0
ปัญหาแรงงานพม่า ที่รัฐไม่เคยจริงจังในการแก้ปัญหา รู้ทั้งรู้พม่าระบาดหนักมาตั้งหลายเดือนแล้ว แรงงานพวกนี้ที่ลักลอบเข้าแบบผิดกฎหมายมีอยู่ตลอด ทำไมไม่เตรียมรับมือตรงนั้น กฎหมายก็อ่อนแอ คนเห็นแก่ได้บางคนอ้างปากท้องตัวเอง หาผลประโยชน์จากแรงงานเถื่อนพวกนี้เพื่อตัวเอง แต่มันไม่เคยคิดมันฆ่าคนไทยอีกกี่คน สำนึกไม่เป็นจริงๆ,1
ไม่ได้รังเกียจแรงงานพม่าหรืออะไรนะคะ เพราะที่ทำงานพ่อก็มีพม่าเหมือนกัน แต่ก็ถ้าจะมาจะไปอยากให้เป็นกันแบบถูกกฎหมายนะคะ สู้ๆ ค่ะ,0
ความซวยกำลังมาเยือน เอาไม่อยู่หลอกพม่ามันดื่อรั้นจะตาย ให้กับบ้านมันไปให้หมด,1
อีพวกนี้ดื้อมึนจริงๆนะ แมกส์มันก็ไม่ใส่กัน ถ้าฆ่าคนตายแล้วไม่ผิดกฏหมายจะฆ่าพม่านี่แหละเสียงดังก็ดังพูดไม่รู้ภาษาคน มึนอย่างเดียว,1
คนไทยใจดียอมตายไปกับพม่าเมืองพุทธใจพระคือคนไทย,1
คงต้องเสียเมืองให้พม่าซะแล้วพี่น้องชาวไทย,0
พม่าลักลอบและพวกที่เห็นแก่ตัวผิดที่สุดค่ะ ขอประนามคนพวกนี้ มีบทเรียนแล้วไม่รู้จักจำ ทุกคนก็อยากมีงานมีเงิน แต่พวกนี้เปนพวกช้างเน่าตัวเดียวตายทั้งฝูง,1
พม่าส่งมันกลับเลยเอาไวัไหัตายทังเมืองหลือไง,1
สงสารเขาเหมือนกันใครสงสารเอาพม่าไปไว้ที่บ้านได้เลยค่ะแต่บ้านฉันคนเยอะเอาไปไว้ที่บ้านไม่ได้ค่ะ,0
ตายชะพม่า,1
ปกป้องพม่า ฆ่าคนไทยว่างั้นเถอะ,0
"เมื่อก่อนเคยแรงงานพม่าเขมร ลูกน้องบอกว่าค่าเข้าจ่ายเป็นรายหัว คนละ9,000 แถมวิธีการเข้าแบบทุเรศทุรังมากค่ะ นอนทับกันมาตัวใหญ่อยู่ล่างตัวเล็กอยู่บน บางคนทนไม่ไหว ตายกลางทางก็มี",1
ติดประมาณรัฐบาลไทยถือว่ามีบทเรียนแล้วเอาอยู่รับมือได้ ผลสุดท้ายบานปลาย พม่ายิ้มเลยไทยใจดีมองเป็นเพื่อนมนุษย์ด้วยกันเอาเชื้อมาปล่อยก็ไม่ว่าอะไร...,0
สงสารรัฐบาลจริงๆทั้งมอบทั้งพม่า,0
สักแต่ว่าตะหานทัย...ถามคำ..เคยไหมที่เรารบชนะพม่า...ทีจะซื้อเรือดำน้ำ..ค้านกันจัง..นี่ถ้าเรามีเรือดำน้ำนะ พม่าลักลอบข้ามแม่น้ำมา..จะเอาตอปิโดยิงแม่งเลย.....เข้าใจตรงกันนะ...หยุดโทดตะหานทัยได้แล้ว,1
บ้วนน้ำตายนี่ที่1เลยบ้วนไปทั่วและพวกพม่ากินหมากไม่ยากจะคิดถ้ามันมีเชื้อมันถ่มน้ำลายบ้วนน้ำหมากขนาดไหน,1
เราเห๊นใจคะแต่เรากลัวโรคติดต่อมาให้ถุกต้องกันนะคะตรวจก่อนแล้วค่อยมาช่วยบอกเพื่อนหรือพี่น้องชาวพม่าอย่าหลบกันนะคะออกมาให้เขาตรวจใม่ต้องกลัวประเทศใม่ใจร้ายคะ,0
ลำพังคนไทยก็จะเเย่งข้าวหมาเเดกยุ่เเล้วมาเจอไอ้พม่าอีกตายห่าหมด,0
"เพื่อนส่งมา อ่านแล้วแชร์หน่อยก็ดีครับ ถ้าเห็นว่ามีประโยชน์ คำแนะนำช่วงโควิดระบาด 1 ระมัดระวังการ สั่งอาหารออนไลน์ เลือกร้านที่สะอาด หรือ เอามาเข้าเวฟ ก่อนกิน 2 งดไปที่ชุมชน 3 เติมน้ำมัน จ่ายแบงค์ไห้พอดี เช่นเติม 1000 , 500 เด็กปั๊ม พม่าเยอะเลย เวลาเติมน้ำมัน แง้มกระจกน้อยๆ ใส่แมสด้วย 4 พกแอลกอฮอล์เจล ล้างมือด้วย แอลกอฮอล์อย่างสม่ำเสมอ 5 ลูกบิด ที่จับประตู ปุ่มที่ลิฟท์ มักเป็นที่สะสมเชื้อโรค ระวังให้ดี 6 ช่วงนี้ งดกินอาหารที่ปรฺงไม่สุก 7 เพื่อนคนไหน แรด ไปทุกที่ คิดถึงใช้โทรคุย หรือ Facetime ไปก่อน 8 ปฏิบัติตามคำแนะนำของ กระทรวงสาธารณสุขอย่างเคร่งครัด 9 ลดการใช้เงินสด เช่น แบงค์ และ เหรียญ สามารถสัมผัสเชื้อได้ ถ้าแบงค์และเหรียญ เหล่านั้นสัมผัสผู้ติดเชื้อ แนะนำให้ใช้ mobile payment 10 เวลาส่งของ โดยใช้ ไลน์แมน หรือ Grab ควร ล้างมือ และ เช็ดพัสดุด้วยแอลกอฮอล์ที่จะส่ง ก่อนให้ messenger เพื่อลดความเสี่ยง ให้กับ คนส่ง และ คนรับ 11 บุคลากร ทางการแพทย์มีน้อย พวกเขาเสี่ยงชีวิต ในการปฏิบัติหน้าที่ ถ้าต้อง พบเจอ เขาเหล่านั้น ให้ใจเย็นๆ ใส่ mask ล้างมือด้วยแอลกอฮอล์ และ พูดจาดีๆ เพราะ พวกเขามีความเครียดสูงมากช่วงนี้ ในการปฏิบัติงานตามหน้าที่ 12 ถ้ามีผู้อาวุโสในบ้าน ควรระมัดระวังเป็นพิเศษ ก่อนเจอหรือสัมผัส ควรล้างมือ ใส่mask และ เปลี่ยนเสื้อผ้าทุกครั้งที่เข้าบ้าน เว้นระยะในการสื่อสาร หรือ ใส่ mask จะดีมาก 13 ถ้าคฺณมี สภาวะเสื่ยงเพราะเคยไป อยู่ในสถานที่ๆมีการแพร่ระบาด หรือ มีอาการผิดปกติต่างๆ ให้ใจเย็นๆ ตั้งสติ แยกตัวออกจากคนรอบข้าง แล้วโทรไปที่ *1422 กรมควบคุมโรค สอบถามเรื่องโควิด 19 หรือรับแจ้งเหตุผู้ที่มีอาการป่วยเข้าเกณฑ์สงสัย รวมไปถึงประสานงานโรงพยาบาล โทร. ฟรี ตลอด 24 ชั่วโมง (For foreigner call 0-9684-7820-9) * 1111 ศูนย์บริการข้อมูลภาครัฐเพื่อประชาชน ร้องเรียน/ร้องทุกข์ เกี่ยวกับโควิด 19 ฟรี ตลอด 24 ชั่วโมง * 1668 กรมการแพทย์ สายด่วนให้คำปรึกษาผู้ป่วยโรคโควิด 19 และโรคหัวใจขาดเลือดเฉียบพลัน สถาบันทรวงอก กรมการแพทย์ โทร. ฟรี ตลอด 24 ชั่วโมง * 1669 สถาบันการแพทย์ฉุกเฉินแห่งชาติ สำหรับแจ้งเหตุฉุกเฉินทั้งผู้ป่วยและผู้บาดเจ็บจากอุบัติเหตุ (สพฉ.) โทร. ฟรี ตลอด 24 ชั่วโมง * 1646 ศูนย์บริการแพทย์ฉุกเฉิน (ศูนย์เอราวัณ) สำหรับแจ้งเหตุฉุกเฉินทั้งผู้ป่วยและผู้บาดเจ็บจากอุบัติเหตุ (สพฉ.) ในเขตพื้นที่กรุงเทพมหานคร โทร. ฟรี ตลอด 24 ชั่วโมง * 0-2245-4964 สายด่วนสำนักอนามัย สอบถามอาการป่วยโควิด 19 ก็ได้ หรือผู้ป่วยโรคพิษสุราเรื้อรัง ก็สามารถสอบถามรายละเอียดรักษาฟรีได้ที่เบอร์นี้ ตลอด 24 ชั่วโมง * 0-2193-7057 กรมสนับสนุนบริการสุขภาพ เพื่อรับคำแนะนำ และ ปฏิบัติตามอย่างเคร่งครัด ปล.ถ้ามีการล็อคดาว ทั้งประเทศไม่ต้องบ่นนะ สุขภาพของส่วนรวม มาก่อนเศรษฐกิจ เพราะระบาดใหญ่จริงๆ พังทั้งสุขภาพและเศรษฐกิจ ??",0
